snapshot_at,org,programs,city,state,totalRegisteredCameras,totalIntegratedCameras,totalOwnedCameras,totalSharedCameras,totalMaxCameras,subscribedCameras,observed_at,program_count,status,http_status,error,missing_metrics,source_url
2026-09-15T23:08:15Z,rileycountypd,Connect Riley County,Riley County,KS,81,47,47,0,0,47,2026-09-15T23:12:33Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/rileycountypd/stats/
2026-09-15T23:08:15Z,riverdalepd,Connect Riverdale,Riverdale,IL,,,,,,,2026-09-15T23:12:34Z,1,error,404,HTTP 404,totalRegisteredCameras;totalIntegratedCameras;totalOwnedCameras;totalSharedCameras;totalMaxCameras;subscribedCameras,https://api.fususone.com/api/public/organizations/riverdalepd/stats/
2026-09-15T23:08:15Z,rocklinpd,Rocklin on Watch,Rocklin,CA,505,280,99,147,150,99,2026-09-15T23:12:35Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/rocklinpd/stats/
2026-09-15T23:08:15Z,rockymountpd,Connect Rocky Mount,Rocky Mount,NC,112,726,674,50,5000,616,2026-09-15T23:12:36Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/rockymountpd/stats/
2026-09-15T23:08:15Z,rogerspdar,Connect Rogers,Rogers,AR,280,258,258,0,0,249,2026-09-15T23:12:37Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/rogerspdar/stats/
2026-09-15T23:08:15Z,roswellpdnm,SaferRoswell,Roswell,NM,4,102,102,0,0,102,2026-09-15T23:12:38Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/roswellpdnm/stats/
2026-09-15T23:08:15Z,sacramentocoso,Connect Sacramento County,Sacramento County,CA,345,414,187,227,5000,186,2026-09-15T23:12:39Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sacramentocoso/stats/
2026-09-15T23:08:15Z,sacramentopd,Sacramento PD Connect,Sacramento,CA,887,1755,1031,406,2000,1009,2026-09-15T23:12:40Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sacramentopd/stats/
2026-09-15T23:08:15Z,salinaspd,Connect Salinas,Salinas,CA,42,2947,264,2683,500,262,2026-09-15T23:12:41Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/salinaspd/stats/
2026-09-15T23:08:15Z,sanbernardinopdca,Connect San Bernardino,San Bernardino,CA,152,673,552,121,6000,451,2026-09-15T23:12:42Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sanbernardinopdca/stats/
2026-09-15T23:08:15Z,sandyspringspd,Connect Sandy Springs,Sandy Springs,GA,877,15183,260,4381,7782,257,2026-09-15T23:12:43Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sandyspringspd/stats/
2026-09-15T23:08:15Z,sanjoaquincsoca,ConnectSJSO,San Joaquin County,CA,152,131,63,68,0,62,2026-09-15T23:12:44Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sanjoaquincsoca/stats/
2026-09-15T23:08:15Z,sanjose,Connect San Jose,San Jose,CA,10810,1481,1204,277,1500,1203,2026-09-15T23:12:45Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sanjose/stats/
2026-09-15T23:08:15Z,sanmarcospdtx,Connect San Marcos,San Marcos,TX,62,78,78,0,10000,78,2026-09-15T23:12:46Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sanmarcospdtx/stats/
2026-09-15T23:08:15Z,sanmateopd,Connect San Mateo,San Mateo,CA,3101,99,99,0,1500,96,2026-09-15T23:12:47Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sanmateopd/stats/
2026-09-15T23:08:15Z,sarasotacsofl,Connect Sarasota County,Sarasota County,FL,5,451,385,66,0,373,2026-09-15T23:12:48Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sarasotacsofl/stats/
2026-09-15T23:08:15Z,saratogaspringspdny,Connect Saratoga Springs,Saratoga Springs,NY,130,197,181,16,0,180,2026-09-15T23:12:49Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/saratogaspringspdny/stats/
2026-09-15T23:08:15Z,savannahpd,Connect Savannah,Savannah,GA,1167,9258,304,23,1500,304,2026-09-15T23:12:50Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/savannahpd/stats/
2026-09-15T23:08:15Z,schenectadypdny,Connect Schenectady,Schenectady,NY,0,69,69,0,0,69,2026-09-15T23:12:51Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/schenectadypdny/stats/
2026-09-15T23:08:15Z,scrantonpd,Connect Scranton,Scranton,PA,349,60,60,0,0,60,2026-09-15T23:12:52Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/scrantonpd/stats/
2026-09-15T23:08:15Z,seagovillepdtx,Seagoville Connect and Protect,Seagoville,TX,22,49,49,0,225,49,2026-09-15T23:12:53Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/seagovillepdtx/stats/
2026-09-15T23:08:15Z,seatpleasantmd,Connect Seat Pleasant,Seat Pleasant,MD,0,1526,104,534,500,102,2026-09-15T23:12:54Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/seatpleasantmd/stats/
2026-09-15T23:08:15Z,seattlepd,Connect Seattle,Seattle,WA,882,697,674,0,5000,673,2026-09-15T23:12:55Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/seattlepd/stats/
2026-09-15T23:08:15Z,seminolecountyso,Connect Seminole,Seminole County,FL,110,2077,529,1111,1500,519,2026-09-15T23:12:56Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/seminolecountyso/stats/
2026-09-15T23:08:15Z,shawneecosheriff,Connect Shawnee County and the City of Topeka,Shawnee County and the City of Topeka,KS,1203,2241,641,1600,500,523,2026-09-15T23:12:57Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/shawneecosheriff/stats/
2026-09-15T23:08:15Z,shelbycoso,Connect Shelby County,Shelby County,TN,1307,2324,181,123,1500,152,2026-09-15T23:12:58Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/shelbycoso/stats/
2026-09-15T23:08:15Z,smyrnaga,Connect Smyrna,Smyrna,GA,333,13064,262,3416,3058,257,2026-09-15T23:12:59Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/smyrnaga/stats/
2026-09-15T23:08:15Z,southbendpd,Sync South Bend,South Bend,IN,2520,2035,1291,744,1500,1278,2026-09-15T23:13:00Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/southbendpd/stats/
2026-09-15T23:08:15Z,southfultonga,Connect South Fulton,South Fulton,GA,460,14804,552,4105,8000,537,2026-09-15T23:13:01Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/southfultonga/stats/
2026-09-15T23:08:15Z,sparkspdnv,Connect Sparks,Sparks,NV,244,658,215,0,500,201,2026-09-15T23:13:02Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sparkspdnv/stats/
2026-09-15T23:08:15Z,spartanburgpd,Connect Spartanburg,Spartanburg,SC,187,639,635,4,500,635,2026-09-15T23:13:03Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/spartanburgpd/stats/
2026-09-15T23:08:15Z,spokanecsowa,Connect Spokane County,Spokane County,WA,48,959,827,131,150,720,2026-09-15T23:13:04Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/spokanecsowa/stats/
2026-09-15T23:08:15Z,springfieldpd,Sync Springfield,Springfield,IL,1647,2546,2473,0,1500,2452,2026-09-15T23:13:05Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/springfieldpd/stats/
2026-09-15T23:08:15Z,springfieldpdmo,Springfield Safe,Springfield,MO,14,313,162,151,0,153,2026-09-15T23:13:06Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/springfieldpdmo/stats/
2026-09-15T23:08:15Z,statesboropd,Connect Statesboro,Statesboro,GA,1,14447,629,4131,3950,622,2026-09-15T23:13:07Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/statesboropd/stats/
2026-09-15T23:08:15Z,stbernardso,Protect St. Bernard,St. Bernard Parish,LA,147,1796,84,1712,781,84,2026-09-15T23:13:08Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/stbernardso/stats/
2026-09-15T23:08:15Z,stcloud,Connect St. Cloud,St. Cloud,FL,356,9164,1862,5972,7000,1839,2026-09-15T23:13:09Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/stcloud/stats/
2026-09-15T23:08:15Z,stcloudpdmn,Saint Cloud Connect and Protect,Saint Cloud,MN,0,27,27,0,350,19,2026-09-15T23:13:10Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/stcloudpdmn/stats/
2026-09-15T23:08:15Z,stjohnscountyso,Connect St. Johns,St. Johns County,FL,1710,1309,1123,186,1500,1077,2026-09-15T23:13:11Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/stjohnscountyso/stats/
2026-09-15T23:08:15Z,stluciesheriff,Connect St Lucie County,St. Lucie County,FL,831,124,124,0,1500,72,2026-09-15T23:13:12Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/stluciesheriff/stats/
2026-09-15T23:08:15Z,stocktonpdca,SaferStockton,Stockton,CA,52,371,370,1,1,366,2026-09-15T23:13:13Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/stocktonpdca/stats/
2026-09-15T23:08:15Z,stpaulpdmn,Connect Saint Paul,Saint Paul,MN,24,1247,341,445,0,332,2026-09-15T23:13:14Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/stpaulpdmn/stats/
2026-09-15T23:08:15Z,sumnercounty,Connect Sumner,Sumner,TN,461,92,33,38,4000,31,2026-09-15T23:13:15Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/sumnercounty/stats/
2026-09-15T23:08:15Z,tempepd,Connect Tempe,Tempe,AZ,172,1506,907,0,1500,907,2026-09-15T23:13:16Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/tempepd/stats/
2026-09-15T23:08:15Z,torrancepd,Secure Torrance,Torrance,CA,132,389,143,246,200,93,2026-09-15T23:13:17Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/torrancepd/stats/
2026-09-15T23:08:15Z,troypdil,Connect Troy,Troy,MI,,,,,,,2026-09-15T23:13:18Z,1,error,404,HTTP 404,totalRegisteredCameras;totalIntegratedCameras;totalOwnedCameras;totalSharedCameras;totalMaxCameras;subscribedCameras,https://api.fususone.com/api/public/organizations/troypdil/stats/
2026-09-15T23:08:15Z,tucsonpd,Connect Tucson,Tucson,AZ,1329,632,461,0,1500,462,2026-09-15T23:13:19Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/tucsonpd/stats/
2026-09-15T23:08:15Z,tupeloms,Connect Tupelo,Tupelo,MS,271,349,349,0,500,344,2026-09-15T23:13:20Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/tupeloms/stats/
2026-09-15T23:08:15Z,turlockpd,Connect Turlock,Turlock,CA,199,173,162,11,150,162,2026-09-15T23:13:21Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/turlockpd/stats/
2026-09-15T23:08:15Z,tuscaloosapd,Safeguard Tuscaloosa,Tuscaloosa,AL,258,1096,402,624,1500,382,2026-09-15T23:13:22Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/tuscaloosapd/stats/
2026-09-15T23:08:15Z,uarizonapdaz,Connect University of Arizona,University of Arizona,AZ,0,16,4,0,0,0,2026-09-15T23:13:23Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/uarizonapdaz/stats/
2026-09-15T23:08:15Z,uillinoispd,Connect University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,IL,3,4177,4089,0,0,4079,2026-09-15T23:13:24Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/uillinoispd/stats/
2026-09-15T23:08:15Z,universityofmissouripdmo,Mizzou SafeConnect,Mizzou,MO,145,1012,1012,0,0,999,2026-09-15T23:13:25Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/universityofmissouripdmo/stats/
2026-09-15T23:08:15Z,virginiabeachpd,Connect Virginia Beach,Virginia Beach,VA,1447,3301,647,1409,2000,636,2026-09-15T23:13:26Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/virginiabeachpd/stats/
2026-09-15T23:08:15Z,volusiasheriff,Connect Volusia,Volusia,FL,670,3954,576,3025,1500,899,2026-09-15T23:13:27Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/volusiasheriff/stats/
2026-09-15T23:08:15Z,wakecounty,Connect Wake County,Wake County,NC,42,966,282,57,1500,250,2026-09-15T23:13:28Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/wakecounty/stats/
2026-09-15T23:08:15Z,warnerrobinspd,Connect Warner Robins,Warner Robins,GA,218,9230,139,0,500,139,2026-09-15T23:13:29Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/warnerrobinspd/stats/
2026-09-15T23:08:15Z,warrenpdmi,Connect Warren,Warren,MI,64,196,117,79,1500,90,2026-09-15T23:13:30Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/warrenpdmi/stats/
2026-09-15T23:08:15Z,washoesheriff,Connect Washoe County,Washoe County,NV,9,453,161,4,500,154,2026-09-15T23:13:31Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/washoesheriff/stats/
2026-09-15T23:08:15Z,webbcountyso,Connect Webb County,Webb County,TX,0,279,279,0,2000,275,2026-09-15T23:13:32Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/webbcountyso/stats/
2026-09-15T23:08:15Z,westsacramento,West Sacramento Safe and Secure,West Sacramento,CA,831,514,339,89,500,328,2026-09-15T23:13:33Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/westsacramento/stats/
2026-09-15T23:08:15Z,wheatonpd,Connect Wheaton,Wheaton,IL,427,535,535,0,1500,531,2026-09-15T23:13:35Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/wheatonpd/stats/
2026-09-15T23:08:15Z,whitehallpd,Connect Whitehall,Whitehall,OH,575,615,153,462,1500,151,2026-09-15T23:13:36Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/whitehallpd/stats/
2026-09-15T23:08:15Z,wichitapdks,Connected Wichita,Wichita,KS,4,365,344,21,1500,311,2026-09-15T23:13:37Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/wichitapdks/stats/
2026-09-15T23:08:15Z,williamsoncsotn,Connect Williamson,Williamson County,TN,103,9,9,0,0,0,2026-09-15T23:13:38Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/williamsoncsotn/stats/
2026-09-15T23:08:15Z,wilmingtonnc,Connect Wilmington,Wilmington,NC,2,712,696,0,10000,696,2026-09-15T23:13:39Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/wilmingtonnc/stats/
2026-09-15T23:08:15Z,wintergarden,Connect Winter Garden,Winter Garden,FL,0,274,172,0,500,172,2026-09-15T23:13:40Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/wintergarden/stats/
2026-09-15T23:08:15Z,winterpark,Connect Winter Park,Winter Park,FL,294,1544,1081,0,1500,1073,2026-09-15T23:13:41Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/winterpark/stats/
2026-09-15T23:08:15Z,wpb,CityWatch Connect,West Palm Beach,FL,1815,958,460,245,1000,434,2026-09-15T23:13:42Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/wpb/stats/
2026-09-15T23:08:15Z,zacharypdla,Connect Zachary,Zachary,LA,7,8,8,0,0,8,2026-09-15T23:13:43Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/zacharypdla/stats/
