quality_ok,snapshot_at,observed_at,org,program_count,programs,city,state,status,http_status,error,missing_metrics,source_url,totalRegisteredCameras,totalIntegratedCameras,totalOwnedCameras,totalSharedCameras,totalMaxCameras,subscribedCameras
True,2026-09-15T23:08:15Z,2026-09-15T23:10:18Z,grapevinepdtx,1,Connect Grapevine,Grapevine,TX,ok,200,,,https://api.fususone.com/api/public/organizations/grapevinepdtx/stats/,2,261,230,25,1,213
True,2026-09-15T23:08:15Z,2026-09-15T23:10:19Z,greeleypd,1,Connect Greeley,Greeley,CO,ok,200,,,https://api.fususone.com/api/public/organizations/greeleypd/stats/,247,2415,245,2170,1500,229
True,2026-09-15T23:08:15Z,2026-09-15T23:10:20Z,greensboropd,1,Connect Greensboro,Greensboro,NC,ok,200,,,https://api.fususone.com/api/public/organizations/greensboropd/stats/,752,1178,716,156,1501,676
True,2026-09-15T23:08:15Z,2026-09-15T23:10:21Z,greenvillecsosc,1,Connect Greenville County,Greenville County,SC,ok,200,,,https://api.fususone.com/api/public/organizations/greenvillecsosc/stats/,203,281,232,49,3000,232
True,2026-09-15T23:08:15Z,2026-09-15T23:10:22Z,guilfordsheriff,1,Connect Guilford County,Guilford County ,NC,ok,200,,,https://api.fususone.com/api/public/organizations/guilfordsheriff/stats/,869,226,181,40,500,180
True,2026-09-15T23:08:15Z,2026-09-15T23:10:23Z,hainescitypdfl,1,Connect Haines City,Haines City,FL,ok,200,,,https://api.fususone.com/api/public/organizations/hainescitypdfl/stats/,3,127,127,0,150,125
True,2026-09-15T23:08:15Z,2026-09-15T23:10:24Z,hamiltoncoso,1,Connect Hamilton County,Hamilton County,OH,ok,200,,,https://api.fususone.com/api/public/organizations/hamiltoncoso/stats/,1692,472,472,0,2000,472
True,2026-09-15T23:08:15Z,2026-09-15T23:10:25Z,hammondpd,1,Hammond BlueNET,Hammond,IN,ok,200,,,https://api.fususone.com/api/public/organizations/hammondpd/stats/,1221,1325,1193,10,1500,823
True,2026-09-15T23:08:15Z,2026-09-15T23:10:26Z,hamptonpdva,1,Connect Hampton,Hampton,VA,ok,200,,,https://api.fususone.com/api/public/organizations/hamptonpdva/stats/,2,162,161,1,1,153
True,2026-09-15T23:08:15Z,2026-09-15T23:10:27Z,hanoverparkpdil,1,Connect Hanover Park,Hanover Park,IL,ok,200,,,https://api.fususone.com/api/public/organizations/hanoverparkpdil/stats/,0,70,70,0,225,66
True,2026-09-15T23:08:15Z,2026-09-15T23:10:28Z,harrisoncso,1,Connect Harrison County,Harrison County,MS,ok,200,,,https://api.fususone.com/api/public/organizations/harrisoncso/stats/,549,504,76,57,1000,72
True,2026-09-15T23:08:15Z,2026-09-15T23:10:29Z,hartfordpd,1,Connect Hartford,Hartford,CT,ok,200,,,https://api.fususone.com/api/public/organizations/hartfordpd/stats/,228,1101,1101,0,2000,646
True,2026-09-15T23:08:15Z,2026-09-15T23:10:30Z,harveypdil,1,Connect Harvey,Harvey,IL,ok,200,,,https://api.fususone.com/api/public/organizations/harveypdil/stats/,0,55,55,0,1500,34
True,2026-09-15T23:08:15Z,2026-09-15T23:10:31Z,hcso,1,Connect Hillsborough,Hillsborough County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/hcso/stats/,289,4851,1653,3151,1000,1575
True,2026-09-15T23:08:15Z,2026-09-15T23:10:32Z,hennepincountyso,1,Connect Hennepin County,Hennepin County,MN,ok,200,,,https://api.fususone.com/api/public/organizations/hennepincountyso/stats/,451,3015,389,1766,1500,389
True,2026-09-15T23:08:15Z,2026-09-15T23:10:33Z,henricocountypdva,1,Connect Henrico County,Henrico County,VA,ok,200,,,https://api.fususone.com/api/public/organizations/henricocountypdva/stats/,66,2234,809,1385,1500,811
True,2026-09-15T23:08:15Z,2026-09-15T23:10:34Z,henrycountypd,1,Henry Safer Together,Henry County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/henrycountypd/stats/,4971,13830,677,3626,7950,670
True,2026-09-15T23:08:15Z,2026-09-15T23:10:35Z,herndonpdva,1,Connect Herndon,Herndon,VA,ok,200,,,https://api.fususone.com/api/public/organizations/herndonpdva/stats/,26,42,42,0,150,42
True,2026-09-15T23:08:15Z,2026-09-15T23:10:36Z,highpointncpd,1,Link High Point,High Point,NC,ok,200,,,https://api.fususone.com/api/public/organizations/highpointncpd/stats/,1243,573,474,0,500,468
True,2026-09-15T23:08:15Z,2026-09-15T23:10:37Z,hoodcoso,1,Connect Hood County,Hood County,TX,ok,200,,,https://api.fususone.com/api/public/organizations/hoodcoso/stats/,0,222,222,0,0,222
True,2026-09-15T23:08:15Z,2026-09-15T23:10:38Z,hooverpd,1,Connect Hoover,Hoover,AL,ok,200,,,https://api.fususone.com/api/public/organizations/hooverpd/stats/,36,917,393,0,1500,391
True,2026-09-15T23:08:15Z,2026-09-15T23:10:39Z,hopemillspd,1,Connect Hope Mills,Hope Mills,NC,ok,200,,,https://api.fususone.com/api/public/organizations/hopemillspd/stats/,17,335,63,0,10000,63
True,2026-09-15T23:08:15Z,2026-09-15T23:10:40Z,ilstatepolice,1,Connect Illinois,Illinois,IL,ok,200,,,https://api.fususone.com/api/public/organizations/ilstatepolice/stats/,18,1476,789,0,1500,786
True,2026-09-15T23:08:15Z,2026-09-15T23:10:41Z,indianriversheriff,1,Connect Indian River County,Indian River County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/indianriversheriff/stats/,220,2492,808,1530,1500,738
True,2026-09-15T23:08:15Z,2026-09-15T23:10:42Z,irvingpdtx,1,Connect Irving,Irving,TX,ok,200,,,https://api.fususone.com/api/public/organizations/irvingpdtx/stats/,61,1446,1246,200,1500,1158
True,2026-09-15T23:08:15Z,2026-09-15T23:10:44Z,jacksonms,1,Connect Jackson MS,Jackson,MS,ok,200,,,https://api.fususone.com/api/public/organizations/jacksonms/stats/,324,1246,735,505,2067,728
True,2026-09-15T23:08:15Z,2026-09-15T23:10:45Z,jacksonpdtn,1,"Safe Jackson, TN",Jackson,TN,ok,200,,,https://api.fususone.com/api/public/organizations/jacksonpdtn/stats/,0,364,302,0,500,281
True,2026-09-15T23:08:15Z,2026-09-15T23:10:46Z,jacksonvillesheriff,1,ConnectDuval,Duval County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/jacksonvillesheriff/stats/,6800,9707,2586,6975,1500,1638
True,2026-09-15T23:08:15Z,2026-09-15T23:10:47Z,jeffersoncountysheriff,1,Connect Jefferson County,Jefferson County,AL,ok,200,,,https://api.fususone.com/api/public/organizations/jeffersoncountysheriff/stats/,1469,2674,1788,808,1500,1786
True,2026-09-15T23:08:15Z,2026-09-15T23:10:48Z,kalamazoodps,1,Connect Kalamazoo,Kalamazoo,MI,ok,200,,,https://api.fususone.com/api/public/organizations/kalamazoodps/stats/,837,1104,1104,0,1500,1093
True,2026-09-15T23:08:15Z,2026-09-15T23:10:49Z,kansascitykspd,1,Connect KCK,"Kansas City, Kansas",KS,ok,200,,,https://api.fususone.com/api/public/organizations/kansascitykspd/stats/,3340,1193,1148,45,1500,1144
True,2026-09-15T23:08:15Z,2026-09-15T23:10:50Z,kennesawpd,1,Connect Kennesaw,Kennesaw,GA,ok,200,,,https://api.fususone.com/api/public/organizations/kennesawpd/stats/,566,9229,257,34,500,256
True,2026-09-15T23:08:15Z,2026-09-15T23:10:51Z,kentcountysd,1,The Kent Safety Network,Kent County,MI,ok,200,,,https://api.fususone.com/api/public/organizations/kentcountysd/stats/,575,2705,735,1942,4500,485
True,2026-09-15T23:08:15Z,2026-09-15T23:10:52Z,killeenpd,1,KPD Connect,Killeen,TX,ok,200,,,https://api.fususone.com/api/public/organizations/killeenpd/stats/,1406,505,505,0,1500,497
True,2026-09-15T23:08:15Z,2026-09-15T23:10:53Z,knoxvillepdtn,1,Connect Knoxville,Knoxville,TN,ok,200,,,https://api.fususone.com/api/public/organizations/knoxvillepdtn/stats/,581,682,552,130,500,187
True,2026-09-15T23:08:15Z,2026-09-15T23:10:54Z,kylepdtx,1,Connect Kyle,Kyle,TX,ok,200,,,https://api.fususone.com/api/public/organizations/kylepdtx/stats/,153,110,110,0,500,110
True,2026-09-15T23:08:15Z,2026-09-15T23:10:55Z,lafayettepd,1,Connect Lafayette,Lafayette,LA,ok,200,,,https://api.fususone.com/api/public/organizations/lafayettepd/stats/,378,2210,1576,350,1500,1545
True,2026-09-15T23:08:15Z,2026-09-15T23:10:56Z,lafourcheparishso,1,Connect Lafourche Parish,Lafourche Parish,LA,ok,200,,,https://api.fususone.com/api/public/organizations/lafourcheparishso/stats/,755,136,136,0,500,136
True,2026-09-15T23:08:15Z,2026-09-15T23:10:57Z,lagrangepd,1,Connect Lagrange,Lagrange,GA,ok,200,,,https://api.fususone.com/api/public/organizations/lagrangepd/stats/,37,58,58,0,150,52
True,2026-09-15T23:08:15Z,2026-09-15T23:10:58Z,lagunabeachpd,1,Connect Laguna Beach,Laguna Beach,CA,ok,200,,,https://api.fususone.com/api/public/organizations/lagunabeachpd/stats/,0,25,25,0,148,25
True,2026-09-15T23:08:15Z,2026-09-15T23:10:59Z,lakecountysheriff,1,Connect Lake County,Lake County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/lakecountysheriff/stats/,2249,6351,96,5760,1500,80
True,2026-09-15T23:08:15Z,2026-09-15T23:11:00Z,lakewoodpdco,1,Connect Lakewood,Lakewood,CO,ok,200,,,https://api.fususone.com/api/public/organizations/lakewoodpdco/stats/,151,496,496,0,0,484
True,2026-09-15T23:08:15Z,2026-09-15T23:11:01Z,lapd,1,Connect Los Angeles,Los Angeles,CA,ok,200,,,https://api.fususone.com/api/public/organizations/lapd/stats/,0,271,271,0,0,216
True,2026-09-15T23:08:15Z,2026-09-15T23:11:02Z,lasd,1,Connect Los Angeles County,Los Angeles County,CA,ok,200,,,https://api.fususone.com/api/public/organizations/lasd/stats/,2177,2999,1595,1404,1500,442
True,2026-09-15T23:08:15Z,2026-09-15T23:11:03Z,lawrencepdks,1,Connect Lawrence,Lawrence,KS,ok,200,,,https://api.fususone.com/api/public/organizations/lawrencepdks/stats/,132,467,467,0,500,467
True,2026-09-15T23:08:15Z,2026-09-15T23:11:04Z,lawrencevillepdga,1,Connect Lawrenceville,"Lawrenceville, Georgia",GA,ok,200,,,https://api.fususone.com/api/public/organizations/lawrencevillepdga/stats/,0,707,456,193,1,453
True,2026-09-15T23:08:15Z,2026-09-15T23:11:05Z,lawtonpdok,1,Connect Lawton,Lawton,OK,ok,200,,,https://api.fususone.com/api/public/organizations/lawtonpdok/stats/,0,24,24,0,0,24
True,2026-09-15T23:08:15Z,2026-09-15T23:11:06Z,leavenworthpdks,1,Connect Leavenworth,Leavenworth,KS,ok,200,,,https://api.fususone.com/api/public/organizations/leavenworthpdks/stats/,0,47,47,0,0,47
True,2026-09-15T23:08:15Z,2026-09-15T23:11:07Z,lenexapdks,1,Connect Lenexa,Lenexa,KS,ok,200,,,https://api.fususone.com/api/public/organizations/lenexapdks/stats/,0,1169,334,0,0,324
True,2026-09-15T23:08:15Z,2026-09-15T23:11:08Z,lexingtonky,1,Connect Lexington,Lexington,KY,ok,200,,,https://api.fususone.com/api/public/organizations/lexingtonky/stats/,2107,1087,811,275,10000,807
True,2026-09-15T23:08:15Z,2026-09-15T23:11:09Z,lincolnbrookhaven,1,Connect Brookhaven and Lincoln County,Brookhaven and Lincoln County,MS,ok,200,,,https://api.fususone.com/api/public/organizations/lincolnbrookhaven/stats/,124,181,181,0,10000,179
True,2026-09-15T23:08:15Z,2026-09-15T23:11:10Z,littlerockpd,1,Connect Little Rock,Little Rock,AR,ok,200,,,https://api.fususone.com/api/public/organizations/littlerockpd/stats/,2859,2567,1797,542,1500,1904
True,2026-09-15T23:08:15Z,2026-09-15T23:11:11Z,losgatospdca,1,Community Protecht,Los Gatos,CA,ok,200,,,https://api.fususone.com/api/public/organizations/losgatospdca/stats/,0,38,38,0,0,33
True,2026-09-15T23:08:15Z,2026-09-15T23:11:12Z,louisvillemetro,1,Connect Louisville,Louisville,KY,ok,200,,,https://api.fususone.com/api/public/organizations/louisvillemetro/stats/,1021,1733,1490,240,1500,1446
True,2026-09-15T23:08:15Z,2026-09-15T23:11:13Z,lynchburgpd,1,Hill City Connect,Lynchburg,VA,ok,200,,,https://api.fususone.com/api/public/organizations/lynchburgpd/stats/,1388,716,716,0,1500,708
True,2026-09-15T23:08:15Z,2026-09-15T23:11:14Z,madisonthecity,1,Connect Madison,Madison,MS,ok,200,,,https://api.fususone.com/api/public/organizations/madisonthecity/stats/,33,170,85,0,1500,62
True,2026-09-15T23:08:15Z,2026-09-15T23:11:15Z,manassaspdva,1,Connect Manassas City,Manassas City,VA,ok,200,,,https://api.fususone.com/api/public/organizations/manassaspdva/stats/,0,451,48,403,0,48
True,2026-09-15T23:08:15Z,2026-09-15T23:11:16Z,manhattanbeach,1,Connect Manhattan Beach,Manhattan Beach,CA,ok,200,,,https://api.fususone.com/api/public/organizations/manhattanbeach/stats/,7,2881,167,2714,10000,164
True,2026-09-15T23:08:15Z,2026-09-15T23:11:17Z,manheimtwp,1,Connect Manheim Township,Manheim Township,PA,ok,200,,,https://api.fususone.com/api/public/organizations/manheimtwp/stats/,0,30,30,0,0,27
True,2026-09-15T23:08:15Z,2026-09-15T23:11:18Z,martincountyso,2,Connect Martin County,Martin County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/martincountyso/stats/,1143,6030,585,5179,1500,504
True,2026-09-15T23:08:15Z,2026-09-15T23:11:19Z,mcpdmd,1,MoCoConnect,Montgomery County,MD,ok,200,,,https://api.fususone.com/api/public/organizations/mcpdmd/stats/,2252,1999,1200,595,10000,1150
True,2026-09-15T23:08:15Z,2026-09-15T23:11:20Z,mcso-tn,1,Connect Madison County,Madison County,TN,ok,200,,,https://api.fususone.com/api/public/organizations/mcso-tn/stats/,0,621,365,0,150,365
True,2026-09-15T23:08:15Z,2026-09-15T23:11:21Z,melroseparkpdil,1,Connect Melrose Park,Melrose Park,IL,ok,200,,,https://api.fususone.com/api/public/organizations/melroseparkpdil/stats/,32,231,196,35,0,192
True,2026-09-15T23:08:15Z,2026-09-15T23:11:22Z,memphispd,1,Connect Memphis,Memphis,TN,ok,200,,,https://api.fususone.com/api/public/organizations/memphispd/stats/,14121,3079,2256,665,2750,2112
True,2026-09-15T23:08:15Z,2026-09-15T23:11:23Z,mercedpdca,1,Merced Community Camera Program,Merced,CA,ok,200,,,https://api.fususone.com/api/public/organizations/mercedpdca/stats/,423,105,105,0,0,105
True,2026-09-15T23:08:15Z,2026-09-15T23:11:24Z,meridianpdms,1,Connect Meridian,Meridian,MS,ok,200,,,https://api.fususone.com/api/public/organizations/meridianpdms/stats/,0,303,303,0,10000,303
True,2026-09-15T23:08:15Z,2026-09-15T23:11:25Z,miamibeachpdfl,1,Connect Miami Beach,Miami Beach,FL,ok,200,,,https://api.fususone.com/api/public/organizations/miamibeachpdfl/stats/,0,525,525,0,0,480
True,2026-09-15T23:08:15Z,2026-09-15T23:11:26Z,miamidadepd,1,Connect Miami-Dade,Miami-Dade,FL,ok,200,,,https://api.fususone.com/api/public/organizations/miamidadepd/stats/,1249,1799,767,299,5000,694
True,2026-09-15T23:08:15Z,2026-09-15T23:11:27Z,milwaukeepd,1,Community Connect Milwaukee,Milwaukee,WI,ok,200,,,https://api.fususone.com/api/public/organizations/milwaukeepd/stats/,1552,1225,1014,211,1500,985
True,2026-09-15T23:08:15Z,2026-09-15T23:11:28Z,minnetonkapdmn,1,Keep Minnetonka Safe,Minnetonka,MN,ok,200,,,https://api.fususone.com/api/public/organizations/minnetonkapdmn/stats/,692,1895,660,1235,1500,644
True,2026-09-15T23:08:15Z,2026-09-15T23:11:29Z,missoulapdmt,1,Connect Missoula,Missoula,MT,ok,200,,,https://api.fususone.com/api/public/organizations/missoulapdmt/stats/,99,25,25,0,0,25
True,2026-09-15T23:08:15Z,2026-09-15T23:11:30Z,mobilepdal,1,Connect Mobile,Mobile,AL,ok,200,,,https://api.fususone.com/api/public/organizations/mobilepdal/stats/,0,259,259,0,0,259
True,2026-09-15T23:08:15Z,2026-09-15T23:11:31Z,modestopd,1,Connect Modesto,Modesto,CA,ok,200,,,https://api.fususone.com/api/public/organizations/modestopd/stats/,89,424,408,16,1500,392
True,2026-09-15T23:08:15Z,2026-09-15T23:11:32Z,monmouthcounty,1,Connect Monmouth County,Monmouth County,NJ,ok,200,,,https://api.fususone.com/api/public/organizations/monmouthcounty/stats/,53,1810,1058,0,1500,1020
True,2026-09-15T23:08:15Z,2026-09-15T23:11:33Z,monroecoso,1,Connect Monroe County,Monroe County,NY,ok,200,,,https://api.fususone.com/api/public/organizations/monroecoso/stats/,181,783,783,0,10000,716
True,2026-09-15T23:08:15Z,2026-09-15T23:11:34Z,montgomerypd-al,1,STAR Watch Program,Montgomery,AL,ok,200,,,https://api.fususone.com/api/public/organizations/montgomerypd-al/stats/,2915,960,263,631,1500,261
True,2026-09-15T23:08:15Z,2026-09-15T23:11:35Z,montgomeryso-al,1,Connect Montgomery County,Montgomery County,AL,ok,200,,,https://api.fususone.com/api/public/organizations/montgomeryso-al/stats/,23,295,86,0,402,86
True,2026-09-15T23:08:15Z,2026-09-15T23:11:36Z,montrosepdco,1,Connect Montrose,Montrose,CO,ok,200,,,https://api.fususone.com/api/public/organizations/montrosepdco/stats/,0,169,169,0,0,169
True,2026-09-15T23:08:15Z,2026-09-15T23:11:37Z,mooresvillepd,1,Connect Mooresville,Mooresville,NC,ok,200,,,https://api.fususone.com/api/public/organizations/mooresvillepd/stats/,0,267,267,0,1500,267
True,2026-09-15T23:08:15Z,2026-09-15T23:11:38Z,mpls,1,Connect Minneapolis,Minneapolis,MN,ok,200,,,https://api.fususone.com/api/public/organizations/mpls/stats/,2644,2740,763,1429,1500,757
True,2026-09-15T23:08:15Z,2026-09-15T23:11:39Z,munsterpdin,1,Connect Munster,Munster,IN,ok,200,,,https://api.fususone.com/api/public/organizations/munsterpdin/stats/,109,274,98,0,150,98
True,2026-09-15T23:08:15Z,2026-09-15T23:11:40Z,newbrunswickpdnj,1,Connect New Brunswick,New Brunswick,NJ,ok,200,,,https://api.fususone.com/api/public/organizations/newbrunswickpdnj/stats/,0,127,127,0,0,127
True,2026-09-15T23:08:15Z,2026-09-15T23:11:41Z,newcastlede,1,Connect New Castle County,New Castle County,DE,ok,200,,,https://api.fususone.com/api/public/organizations/newcastlede/stats/,21,165,157,8,0,88
True,2026-09-15T23:08:15Z,2026-09-15T23:11:42Z,newhavenct,1,Connect New Haven,New Haven,CT,ok,200,,,https://api.fususone.com/api/public/organizations/newhavenct/stats/,193,699,699,0,1500,699
True,2026-09-15T23:08:15Z,2026-09-15T23:11:43Z,newlondonpdct,1,Connect New London,New London,CT,ok,200,,,https://api.fususone.com/api/public/organizations/newlondonpdct/stats/,0,5,5,0,0,3
True,2026-09-15T23:08:15Z,2026-09-15T23:11:44Z,newportbeachpdca,1,Connect Newport Beach,Newport Beach,CA,ok,200,,,https://api.fususone.com/api/public/organizations/newportbeachpdca/stats/,397,234,175,59,1,134
True,2026-09-15T23:08:15Z,2026-09-15T23:11:45Z,newportnewspd,1,Connect Newport News,Newport News,VA,ok,200,,,https://api.fususone.com/api/public/organizations/newportnewspd/stats/,1414,2293,892,1385,1500,884
True,2026-09-15T23:08:15Z,2026-09-15T23:11:46Z,newtonsheriff,1,Connect Newton County,Newton County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/newtonsheriff/stats/,342,3518,523,52,150,520
True,2026-09-15T23:08:15Z,2026-09-15T23:11:47Z,norfolkpd,1,Connect Norfolk,Norfolk,VA,ok,200,,,https://api.fususone.com/api/public/organizations/norfolkpd/stats/,435,3644,2023,1385,4500,1921
True,2026-09-15T23:08:15Z,2026-09-15T23:11:48Z,northcharlestonpd,1,Connect North Charleston,North Charleston,SC,ok,200,,,https://api.fususone.com/api/public/organizations/northcharlestonpd/stats/,1365,570,291,71,10000,283
True,2026-09-15T23:08:15Z,2026-09-15T23:11:49Z,northlittlerock,1,Connect North Little Rock,North Little Rock,AR,ok,200,,,https://api.fususone.com/api/public/organizations/northlittlerock/stats/,408,994,730,61,1500,730
True,2026-09-15T23:08:15Z,2026-09-15T23:11:50Z,northport,1,Connect North Port,North Port,FL,ok,200,,,https://api.fususone.com/api/public/organizations/northport/stats/,149,891,244,543,150,200
True,2026-09-15T23:08:15Z,2026-09-15T23:11:51Z,novatopdca,1,Connect Novato,Novato,CA,ok,200,,,https://api.fususone.com/api/public/organizations/novatopdca/stats/,667,42,42,0,0,42
True,2026-09-15T23:08:15Z,2026-09-15T23:11:52Z,nypd,1,Connect NYPD,New York City,NY,ok,200,,,https://api.fususone.com/api/public/organizations/nypd/stats/,5511,2150,2150,0,32767,2080
True,2026-09-15T23:08:15Z,2026-09-15T23:11:53Z,oakbrookpd,1,Connect Oak Brook,Oak Brook,IL,ok,200,,,https://api.fususone.com/api/public/organizations/oakbrookpd/stats/,166,399,359,40,1500,359
True,2026-09-15T23:08:15Z,2026-09-15T23:11:54Z,oakdaleca,1,Connect Oakdale,Oakdale,CA,ok,200,,,https://api.fususone.com/api/public/organizations/oakdaleca/stats/,17,259,246,13,500,244
True,2026-09-15T23:08:15Z,2026-09-15T23:11:55Z,oaklawn,1,Connect Oak Lawn,Oak Lawn,IL,ok,200,,,https://api.fususone.com/api/public/organizations/oaklawn/stats/,1424,2203,953,1157,1500,789
True,2026-09-15T23:08:15Z,2026-09-15T23:11:56Z,obterracepd,1,Connect Oakbrook Terrace,Oakbrook Terrace,IL,ok,200,,,https://api.fususone.com/api/public/organizations/obterracepd/stats/,163,312,0,6,500,0
True,2026-09-15T23:08:15Z,2026-09-15T23:11:57Z,oceansidepdca,1,Connect Oceanside,Oceanside,CA,ok,200,,,https://api.fususone.com/api/public/organizations/oceansidepdca/stats/,323,257,150,107,0,150
True,2026-09-15T23:08:15Z,2026-09-15T23:11:58Z,ocsdca,1,Connect Orange County,Orange County,CA,ok,200,,,https://api.fususone.com/api/public/organizations/ocsdca/stats/,2811,2860,1328,1511,5000,1183
True,2026-09-15T23:08:15Z,2026-09-15T23:11:59Z,okaloosacounty,1,Connect Okaloosa County,Okaloosa County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/okaloosacounty/stats/,781,516,186,262,1500,156
True,2026-09-15T23:08:15Z,2026-09-15T23:12:00Z,okcpd,1,Connect Oklahoma City,Oklahoma City,OK,ok,200,,,https://api.fususone.com/api/public/organizations/okcpd/stats/,1730,6736,5897,839,1500,1905
True,2026-09-15T23:08:15Z,2026-09-15T23:12:01Z,ontariopolice,1,Connect Ontario,Ontario,CA,ok,200,,,https://api.fususone.com/api/public/organizations/ontariopolice/stats/,319,2069,1324,745,1500,1259
True,2026-09-15T23:08:15Z,2026-09-15T23:12:02Z,orangecofl,1,Connect Orange County,Orange County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/orangecofl/stats/,2299,10416,857,7670,7750,758
True,2026-09-15T23:08:15Z,2026-09-15T23:12:03Z,orlando,1,Orlando Connect,Orlando,FL,ok,200,,,https://api.fususone.com/api/public/organizations/orlando/stats/,7306,4100,1054,2658,1500,1006
True,2026-09-15T23:08:15Z,2026-09-15T23:12:04Z,orlandparkpd,1,Connect Orland Park,Orland Park,IL,ok,200,,,https://api.fususone.com/api/public/organizations/orlandparkpd/stats/,425,1269,423,846,10000,380
True,2026-09-15T23:08:15Z,2026-09-15T23:12:05Z,overlandparkpdks,1,Secure OP,Overland Park,KS,ok,200,,,https://api.fususone.com/api/public/organizations/overlandparkpdks/stats/,6,1087,553,0,0,540
True,2026-09-15T23:08:15Z,2026-09-15T23:12:06Z,pascopdwa,1,OnePasco,Pasco,WA,ok,200,,,https://api.fususone.com/api/public/organizations/pascopdwa/stats/,35,148,148,0,150,142
True,2026-09-15T23:08:15Z,2026-09-15T23:12:07Z,patersonpdnj,1,Connect Paterson,Paterson,NJ,ok,200,,,https://api.fususone.com/api/public/organizations/patersonpdnj/stats/,182,379,379,0,10000,374
True,2026-09-15T23:08:15Z,2026-09-15T23:12:08Z,pbso,1,Keep Palm Beach County Safe,Palm Beach County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/pbso/stats/,1734,1497,1011,0,1,925
True,2026-09-15T23:08:15Z,2026-09-15T23:12:09Z,peachtreecorners,1,Connect Peachtree,Peachtree Corners,GA,ok,200,,,https://api.fususone.com/api/public/organizations/peachtreecorners/stats/,445,191,142,32,500,139
True,2026-09-15T23:08:15Z,2026-09-15T23:12:10Z,pekinpdil,1,Connect Pekin,Pekin,IL,ok,200,,,https://api.fususone.com/api/public/organizations/pekinpdil/stats/,0,87,68,0,0,68
True,2026-09-15T23:08:15Z,2026-09-15T23:12:11Z,pellcitypd,1,Connect Pell City,Pell City,AL,ok,200,,,https://api.fususone.com/api/public/organizations/pellcitypd/stats/,272,976,279,697,1000,279
True,2026-09-15T23:08:15Z,2026-09-15T23:12:12Z,peoriapd,1,Connect Peoria,Peoria,IL,ok,200,,,https://api.fususone.com/api/public/organizations/peoriapd/stats/,445,899,544,0,1500,537
True,2026-09-15T23:08:15Z,2026-09-15T23:12:13Z,peoriapdaz,1,Connect Peoria,Peoria,AZ,ok,200,,,https://api.fususone.com/api/public/organizations/peoriapdaz/stats/,76,592,396,25,10000,393
True,2026-09-15T23:08:15Z,2026-09-15T23:12:14Z,petersburgpd,1,Connect Petersburg,Petersburg,VA,ok,200,,,https://api.fususone.com/api/public/organizations/petersburgpd/stats/,358,1711,298,1413,1500,273
True,2026-09-15T23:08:15Z,2026-09-15T23:12:15Z,pgcountypd,1,Connect Prince George's County,Prince George's County,MD,ok,200,,,https://api.fususone.com/api/public/organizations/pgcountypd/stats/,461,3223,1782,578,1500,1483
True,2026-09-15T23:08:15Z,2026-09-15T23:12:16Z,placerca,1,Connect Placer County,Placer County,CA,ok,200,,,https://api.fususone.com/api/public/organizations/placerca/stats/,550,912,263,472,500,219
True,2026-09-15T23:08:15Z,2026-09-15T23:12:17Z,planotx,1,Keep Plano Safe,Plano,TX,ok,200,,,https://api.fususone.com/api/public/organizations/planotx/stats/,18,324,324,0,500,316
True,2026-09-15T23:08:15Z,2026-09-15T23:12:18Z,plaqueminesparishso,1,Connect Plaquemines Parish,Plaquemines Parish,LA,ok,200,,,https://api.fususone.com/api/public/organizations/plaqueminesparishso/stats/,8,532,35,497,10000,35
True,2026-09-15T23:08:15Z,2026-09-15T23:12:19Z,pomonapd,1,Pomona Safe Communities,Pomona,CA,ok,200,,,https://api.fususone.com/api/public/organizations/pomonapd/stats/,264,187,179,8,10000,168
True,2026-09-15T23:08:15Z,2026-09-15T23:12:20Z,portsmouthpd,1,Portsmouth Connect,Portsmouth,VA,ok,200,,,https://api.fususone.com/api/public/organizations/portsmouthpd/stats/,491,1806,393,1413,1500,392
True,2026-09-15T23:08:15Z,2026-09-15T23:12:21Z,powderspringspd,1,Connect Powder Springs,Powder Springs,GA,ok,200,,,https://api.fususone.com/api/public/organizations/powderspringspd/stats/,113,2954,52,18,150,52
True,2026-09-15T23:08:15Z,2026-09-15T23:12:22Z,prairievillagepdks,1,Connect Prairie Village,Prairie Village,KS,ok,200,,,https://api.fususone.com/api/public/organizations/prairievillagepdks/stats/,116,1488,327,320,1500,312
True,2026-09-15T23:08:15Z,2026-09-15T23:12:23Z,queencreekaz,1,Connect Queen Creek,Queen Creek,AZ,ok,200,,,https://api.fususone.com/api/public/organizations/queencreekaz/stats/,76,945,441,333,1499,433
True,2026-09-15T23:08:15Z,2026-09-15T23:12:24Z,raleighncpd,1,CONNECTRALEIGH,Raleigh,NC,ok,200,,,https://api.fususone.com/api/public/organizations/raleighncpd/stats/,1846,1637,1152,56,1500,1149
