quality_ok,snapshot_at,observed_at,org,program_count,programs,city,state,status,http_status,error,missing_metrics,source_url,totalRegisteredCameras,totalIntegratedCameras,totalOwnedCameras,totalSharedCameras,totalMaxCameras,subscribedCameras
True,2026-09-15T23:08:15Z,2026-09-15T23:12:25Z,rankincounty,1,Connect Rankin County,Rankin County,MS,ok,200,,,https://api.fususone.com/api/public/organizations/rankincounty/stats/,0,368,266,58,1500,261
True,2026-09-15T23:08:15Z,2026-09-15T23:12:26Z,redondobchpd,1,Connect Redondo Beach,Redondo Beach,CA,ok,200,,,https://api.fususone.com/api/public/organizations/redondobchpd/stats/,445,482,77,405,350,75
True,2026-09-15T23:08:15Z,2026-09-15T23:12:27Z,renopd,1,Connect Reno,Reno,NV,ok,200,,,https://api.fususone.com/api/public/organizations/renopd/stats/,708,881,541,141,500,513
True,2026-09-15T23:08:15Z,2026-09-15T23:12:28Z,rentonpdwa,1,Connect Renton,Renton,WA,ok,200,,,https://api.fususone.com/api/public/organizations/rentonpdwa/stats/,1328,237,237,0,0,219
True,2026-09-15T23:08:15Z,2026-09-15T23:12:29Z,rialtopd,1,Connect Rialto,Rialto,CA,ok,200,,,https://api.fususone.com/api/public/organizations/rialtopd/stats/,349,3610,699,2911,500,685
True,2026-09-15T23:08:15Z,2026-09-15T23:12:30Z,richlandpdwa,1,Connect Richland,Richland,WA,ok,200,,,https://api.fususone.com/api/public/organizations/richlandpdwa/stats/,40,185,185,0,0,159
True,2026-09-15T23:08:15Z,2026-09-15T23:12:31Z,richmondcsoga,1,Connect Richmond County,Richmond County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/richmondcsoga/stats/,0,141,141,0,0,141
True,2026-09-15T23:08:15Z,2026-09-15T23:12:32Z,richmondva,1,Connect Richmond,Richmond,VA,ok,200,,,https://api.fususone.com/api/public/organizations/richmondva/stats/,235,558,484,0,1500,405
True,2026-09-15T23:08:15Z,2026-09-15T23:12:33Z,rileycountypd,1,Connect Riley County,Riley County,KS,ok,200,,,https://api.fususone.com/api/public/organizations/rileycountypd/stats/,81,47,47,0,0,47
True,2026-09-15T23:08:15Z,2026-09-15T23:12:34Z,riverdalepd,1,Connect Riverdale,Riverdale,IL,error,404,HTTP 404,totalRegisteredCameras;totalIntegratedCameras;totalOwnedCameras;totalSharedCameras;totalMaxCameras;subscribedCameras,https://api.fususone.com/api/public/organizations/riverdalepd/stats/,,,,,,
True,2026-09-15T23:08:15Z,2026-09-15T23:12:35Z,rocklinpd,1,Rocklin on Watch,Rocklin,CA,ok,200,,,https://api.fususone.com/api/public/organizations/rocklinpd/stats/,505,280,99,147,150,99
True,2026-09-15T23:08:15Z,2026-09-15T23:12:36Z,rockymountpd,1,Connect Rocky Mount,Rocky Mount,NC,ok,200,,,https://api.fususone.com/api/public/organizations/rockymountpd/stats/,112,726,674,50,5000,616
True,2026-09-15T23:08:15Z,2026-09-15T23:12:37Z,rogerspdar,1,Connect Rogers,Rogers,AR,ok,200,,,https://api.fususone.com/api/public/organizations/rogerspdar/stats/,280,258,258,0,0,249
True,2026-09-15T23:08:15Z,2026-09-15T23:12:38Z,roswellpdnm,1,SaferRoswell,Roswell,NM,ok,200,,,https://api.fususone.com/api/public/organizations/roswellpdnm/stats/,4,102,102,0,0,102
True,2026-09-15T23:08:15Z,2026-09-15T23:12:39Z,sacramentocoso,1,Connect Sacramento County,Sacramento County,CA,ok,200,,,https://api.fususone.com/api/public/organizations/sacramentocoso/stats/,345,414,187,227,5000,186
True,2026-09-15T23:08:15Z,2026-09-15T23:12:40Z,sacramentopd,1,Sacramento PD Connect,Sacramento,CA,ok,200,,,https://api.fususone.com/api/public/organizations/sacramentopd/stats/,887,1755,1031,406,2000,1009
True,2026-09-15T23:08:15Z,2026-09-15T23:12:41Z,salinaspd,1,Connect Salinas,Salinas,CA,ok,200,,,https://api.fususone.com/api/public/organizations/salinaspd/stats/,42,2947,264,2683,500,262
True,2026-09-15T23:08:15Z,2026-09-15T23:12:42Z,sanbernardinopdca,1,Connect San Bernardino,San Bernardino,CA,ok,200,,,https://api.fususone.com/api/public/organizations/sanbernardinopdca/stats/,152,673,552,121,6000,451
True,2026-09-15T23:08:15Z,2026-09-15T23:12:43Z,sandyspringspd,1,Connect Sandy Springs,Sandy Springs,GA,ok,200,,,https://api.fususone.com/api/public/organizations/sandyspringspd/stats/,877,15183,260,4381,7782,257
True,2026-09-15T23:08:15Z,2026-09-15T23:12:44Z,sanjoaquincsoca,1,ConnectSJSO,San Joaquin County,CA,ok,200,,,https://api.fususone.com/api/public/organizations/sanjoaquincsoca/stats/,152,131,63,68,0,62
True,2026-09-15T23:08:15Z,2026-09-15T23:12:45Z,sanjose,1,Connect San Jose,San Jose,CA,ok,200,,,https://api.fususone.com/api/public/organizations/sanjose/stats/,10810,1481,1204,277,1500,1203
True,2026-09-15T23:08:15Z,2026-09-15T23:12:46Z,sanmarcospdtx,1,Connect San Marcos,San Marcos,TX,ok,200,,,https://api.fususone.com/api/public/organizations/sanmarcospdtx/stats/,62,78,78,0,10000,78
True,2026-09-15T23:08:15Z,2026-09-15T23:12:47Z,sanmateopd,1,Connect San Mateo,San Mateo,CA,ok,200,,,https://api.fususone.com/api/public/organizations/sanmateopd/stats/,3101,99,99,0,1500,96
True,2026-09-15T23:08:15Z,2026-09-15T23:12:48Z,sarasotacsofl,1,Connect Sarasota County,Sarasota County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/sarasotacsofl/stats/,5,451,385,66,0,373
True,2026-09-15T23:08:15Z,2026-09-15T23:12:49Z,saratogaspringspdny,1,Connect Saratoga Springs,Saratoga Springs,NY,ok,200,,,https://api.fususone.com/api/public/organizations/saratogaspringspdny/stats/,130,197,181,16,0,180
True,2026-09-15T23:08:15Z,2026-09-15T23:12:50Z,savannahpd,1,Connect Savannah,Savannah,GA,ok,200,,,https://api.fususone.com/api/public/organizations/savannahpd/stats/,1167,9258,304,23,1500,304
True,2026-09-15T23:08:15Z,2026-09-15T23:12:51Z,schenectadypdny,1,Connect Schenectady,Schenectady,NY,ok,200,,,https://api.fususone.com/api/public/organizations/schenectadypdny/stats/,0,69,69,0,0,69
True,2026-09-15T23:08:15Z,2026-09-15T23:12:52Z,scrantonpd,1,Connect Scranton,Scranton,PA,ok,200,,,https://api.fususone.com/api/public/organizations/scrantonpd/stats/,349,60,60,0,0,60
True,2026-09-15T23:08:15Z,2026-09-15T23:12:53Z,seagovillepdtx,1,Seagoville Connect and Protect,Seagoville,TX,ok,200,,,https://api.fususone.com/api/public/organizations/seagovillepdtx/stats/,22,49,49,0,225,49
True,2026-09-15T23:08:15Z,2026-09-15T23:12:54Z,seatpleasantmd,1,Connect Seat Pleasant,Seat Pleasant,MD,ok,200,,,https://api.fususone.com/api/public/organizations/seatpleasantmd/stats/,0,1526,104,534,500,102
True,2026-09-15T23:08:15Z,2026-09-15T23:12:55Z,seattlepd,1,Connect Seattle,Seattle,WA,ok,200,,,https://api.fususone.com/api/public/organizations/seattlepd/stats/,882,697,674,0,5000,673
True,2026-09-15T23:08:15Z,2026-09-15T23:12:56Z,seminolecountyso,1,Connect Seminole,Seminole County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/seminolecountyso/stats/,110,2077,529,1111,1500,519
True,2026-09-15T23:08:15Z,2026-09-15T23:12:57Z,shawneecosheriff,1,Connect Shawnee County and the City of Topeka,Shawnee County and the City of Topeka,KS,ok,200,,,https://api.fususone.com/api/public/organizations/shawneecosheriff/stats/,1203,2241,641,1600,500,523
True,2026-09-15T23:08:15Z,2026-09-15T23:12:58Z,shelbycoso,1,Connect Shelby County,Shelby County,TN,ok,200,,,https://api.fususone.com/api/public/organizations/shelbycoso/stats/,1307,2324,181,123,1500,152
True,2026-09-15T23:08:15Z,2026-09-15T23:12:59Z,smyrnaga,1,Connect Smyrna,Smyrna,GA,ok,200,,,https://api.fususone.com/api/public/organizations/smyrnaga/stats/,333,13064,262,3416,3058,257
True,2026-09-15T23:08:15Z,2026-09-15T23:13:00Z,southbendpd,1,Sync South Bend,South Bend,IN,ok,200,,,https://api.fususone.com/api/public/organizations/southbendpd/stats/,2520,2035,1291,744,1500,1278
True,2026-09-15T23:08:15Z,2026-09-15T23:13:01Z,southfultonga,1,Connect South Fulton,South Fulton,GA,ok,200,,,https://api.fususone.com/api/public/organizations/southfultonga/stats/,460,14804,552,4105,8000,537
True,2026-09-15T23:08:15Z,2026-09-15T23:13:02Z,sparkspdnv,1,Connect Sparks,Sparks,NV,ok,200,,,https://api.fususone.com/api/public/organizations/sparkspdnv/stats/,244,658,215,0,500,201
True,2026-09-15T23:08:15Z,2026-09-15T23:13:03Z,spartanburgpd,1,Connect Spartanburg,Spartanburg,SC,ok,200,,,https://api.fususone.com/api/public/organizations/spartanburgpd/stats/,187,639,635,4,500,635
True,2026-09-15T23:08:15Z,2026-09-15T23:13:04Z,spokanecsowa,1,Connect Spokane County,Spokane County,WA,ok,200,,,https://api.fususone.com/api/public/organizations/spokanecsowa/stats/,48,959,827,131,150,720
True,2026-09-15T23:08:15Z,2026-09-15T23:13:05Z,springfieldpd,1,Sync Springfield,Springfield,IL,ok,200,,,https://api.fususone.com/api/public/organizations/springfieldpd/stats/,1647,2546,2473,0,1500,2452
True,2026-09-15T23:08:15Z,2026-09-15T23:13:06Z,springfieldpdmo,1,Springfield Safe,Springfield,MO,ok,200,,,https://api.fususone.com/api/public/organizations/springfieldpdmo/stats/,14,313,162,151,0,153
True,2026-09-15T23:08:15Z,2026-09-15T23:13:07Z,statesboropd,1,Connect Statesboro,Statesboro,GA,ok,200,,,https://api.fususone.com/api/public/organizations/statesboropd/stats/,1,14447,629,4131,3950,622
True,2026-09-15T23:08:15Z,2026-09-15T23:13:08Z,stbernardso,1,Protect St. Bernard,St. Bernard Parish,LA,ok,200,,,https://api.fususone.com/api/public/organizations/stbernardso/stats/,147,1796,84,1712,781,84
True,2026-09-15T23:08:15Z,2026-09-15T23:13:09Z,stcloud,1,Connect St. Cloud,St. Cloud,FL,ok,200,,,https://api.fususone.com/api/public/organizations/stcloud/stats/,356,9164,1862,5972,7000,1839
True,2026-09-15T23:08:15Z,2026-09-15T23:13:10Z,stcloudpdmn,1,Saint Cloud Connect and Protect,Saint Cloud,MN,ok,200,,,https://api.fususone.com/api/public/organizations/stcloudpdmn/stats/,0,27,27,0,350,19
True,2026-09-15T23:08:15Z,2026-09-15T23:13:11Z,stjohnscountyso,1,Connect St. Johns,St. Johns County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/stjohnscountyso/stats/,1710,1309,1123,186,1500,1077
True,2026-09-15T23:08:15Z,2026-09-15T23:13:12Z,stluciesheriff,1,Connect St Lucie County,St. Lucie County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/stluciesheriff/stats/,831,124,124,0,1500,72
True,2026-09-15T23:08:15Z,2026-09-15T23:13:13Z,stocktonpdca,1,SaferStockton,Stockton,CA,ok,200,,,https://api.fususone.com/api/public/organizations/stocktonpdca/stats/,52,371,370,1,1,366
True,2026-09-15T23:08:15Z,2026-09-15T23:13:14Z,stpaulpdmn,1,Connect Saint Paul,Saint Paul,MN,ok,200,,,https://api.fususone.com/api/public/organizations/stpaulpdmn/stats/,24,1247,341,445,0,332
True,2026-09-15T23:08:15Z,2026-09-15T23:13:15Z,sumnercounty,1,Connect Sumner,Sumner,TN,ok,200,,,https://api.fususone.com/api/public/organizations/sumnercounty/stats/,461,92,33,38,4000,31
True,2026-09-15T23:08:15Z,2026-09-15T23:13:16Z,tempepd,1,Connect Tempe,Tempe,AZ,ok,200,,,https://api.fususone.com/api/public/organizations/tempepd/stats/,172,1506,907,0,1500,907
True,2026-09-15T23:08:15Z,2026-09-15T23:13:17Z,torrancepd,1,Secure Torrance,Torrance,CA,ok,200,,,https://api.fususone.com/api/public/organizations/torrancepd/stats/,132,389,143,246,200,93
True,2026-09-15T23:08:15Z,2026-09-15T23:13:18Z,troypdil,1,Connect Troy,Troy,MI,error,404,HTTP 404,totalRegisteredCameras;totalIntegratedCameras;totalOwnedCameras;totalSharedCameras;totalMaxCameras;subscribedCameras,https://api.fususone.com/api/public/organizations/troypdil/stats/,,,,,,
True,2026-09-15T23:08:15Z,2026-09-15T23:13:19Z,tucsonpd,1,Connect Tucson,Tucson,AZ,ok,200,,,https://api.fususone.com/api/public/organizations/tucsonpd/stats/,1329,632,461,0,1500,462
True,2026-09-15T23:08:15Z,2026-09-15T23:13:20Z,tupeloms,1,Connect Tupelo,Tupelo,MS,ok,200,,,https://api.fususone.com/api/public/organizations/tupeloms/stats/,271,349,349,0,500,344
True,2026-09-15T23:08:15Z,2026-09-15T23:13:21Z,turlockpd,1,Connect Turlock,Turlock,CA,ok,200,,,https://api.fususone.com/api/public/organizations/turlockpd/stats/,199,173,162,11,150,162
True,2026-09-15T23:08:15Z,2026-09-15T23:13:22Z,tuscaloosapd,1,Safeguard Tuscaloosa,Tuscaloosa,AL,ok,200,,,https://api.fususone.com/api/public/organizations/tuscaloosapd/stats/,258,1096,402,624,1500,382
True,2026-09-15T23:08:15Z,2026-09-15T23:13:23Z,uarizonapdaz,1,Connect University of Arizona,University of Arizona,AZ,ok,200,,,https://api.fususone.com/api/public/organizations/uarizonapdaz/stats/,0,16,4,0,0,0
True,2026-09-15T23:08:15Z,2026-09-15T23:13:24Z,uillinoispd,1,Connect University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,IL,ok,200,,,https://api.fususone.com/api/public/organizations/uillinoispd/stats/,3,4177,4089,0,0,4079
True,2026-09-15T23:08:15Z,2026-09-15T23:13:25Z,universityofmissouripdmo,1,Mizzou SafeConnect,Mizzou,MO,ok,200,,,https://api.fususone.com/api/public/organizations/universityofmissouripdmo/stats/,145,1012,1012,0,0,999
True,2026-09-15T23:08:15Z,2026-09-15T23:13:26Z,virginiabeachpd,1,Connect Virginia Beach,Virginia Beach,VA,ok,200,,,https://api.fususone.com/api/public/organizations/virginiabeachpd/stats/,1447,3301,647,1409,2000,636
True,2026-09-15T23:08:15Z,2026-09-15T23:13:27Z,volusiasheriff,1,Connect Volusia,Volusia,FL,ok,200,,,https://api.fususone.com/api/public/organizations/volusiasheriff/stats/,670,3954,576,3025,1500,899
True,2026-09-15T23:08:15Z,2026-09-15T23:13:28Z,wakecounty,1,Connect Wake County,Wake County,NC,ok,200,,,https://api.fususone.com/api/public/organizations/wakecounty/stats/,42,966,282,57,1500,250
True,2026-09-15T23:08:15Z,2026-09-15T23:13:29Z,warnerrobinspd,1,Connect Warner Robins,Warner Robins,GA,ok,200,,,https://api.fususone.com/api/public/organizations/warnerrobinspd/stats/,218,9230,139,0,500,139
True,2026-09-15T23:08:15Z,2026-09-15T23:13:30Z,warrenpdmi,1,Connect Warren,Warren,MI,ok,200,,,https://api.fususone.com/api/public/organizations/warrenpdmi/stats/,64,196,117,79,1500,90
True,2026-09-15T23:08:15Z,2026-09-15T23:13:31Z,washoesheriff,1,Connect Washoe County,Washoe County,NV,ok,200,,,https://api.fususone.com/api/public/organizations/washoesheriff/stats/,9,453,161,4,500,154
True,2026-09-15T23:08:15Z,2026-09-15T23:13:32Z,webbcountyso,1,Connect Webb County,Webb County,TX,ok,200,,,https://api.fususone.com/api/public/organizations/webbcountyso/stats/,0,279,279,0,2000,275
True,2026-09-15T23:08:15Z,2026-09-15T23:13:33Z,westsacramento,1,West Sacramento Safe and Secure,West Sacramento,CA,ok,200,,,https://api.fususone.com/api/public/organizations/westsacramento/stats/,831,514,339,89,500,328
True,2026-09-15T23:08:15Z,2026-09-15T23:13:35Z,wheatonpd,1,Connect Wheaton,Wheaton,IL,ok,200,,,https://api.fususone.com/api/public/organizations/wheatonpd/stats/,427,535,535,0,1500,531
True,2026-09-15T23:08:15Z,2026-09-15T23:13:36Z,whitehallpd,1,Connect Whitehall,Whitehall,OH,ok,200,,,https://api.fususone.com/api/public/organizations/whitehallpd/stats/,575,615,153,462,1500,151
True,2026-09-15T23:08:15Z,2026-09-15T23:13:37Z,wichitapdks,1,Connected Wichita,Wichita,KS,ok,200,,,https://api.fususone.com/api/public/organizations/wichitapdks/stats/,4,365,344,21,1500,311
True,2026-09-15T23:08:15Z,2026-09-15T23:13:38Z,williamsoncsotn,1,Connect Williamson,Williamson County,TN,ok,200,,,https://api.fususone.com/api/public/organizations/williamsoncsotn/stats/,103,9,9,0,0,0
True,2026-09-15T23:08:15Z,2026-09-15T23:13:39Z,wilmingtonnc,1,Connect Wilmington,Wilmington,NC,ok,200,,,https://api.fususone.com/api/public/organizations/wilmingtonnc/stats/,2,712,696,0,10000,696
True,2026-09-15T23:08:15Z,2026-09-15T23:13:40Z,wintergarden,1,Connect Winter Garden,Winter Garden,FL,ok,200,,,https://api.fususone.com/api/public/organizations/wintergarden/stats/,0,274,172,0,500,172
True,2026-09-15T23:08:15Z,2026-09-15T23:13:41Z,winterpark,1,Connect Winter Park,Winter Park,FL,ok,200,,,https://api.fususone.com/api/public/organizations/winterpark/stats/,294,1544,1081,0,1500,1073
True,2026-09-15T23:08:15Z,2026-09-15T23:13:42Z,wpb,1,CityWatch Connect,West Palm Beach,FL,ok,200,,,https://api.fususone.com/api/public/organizations/wpb/stats/,1815,958,460,245,1000,434
True,2026-09-15T23:08:15Z,2026-09-15T23:13:43Z,zacharypdla,1,Connect Zachary,Zachary,LA,ok,200,,,https://api.fususone.com/api/public/organizations/zacharypdla/stats/,7,8,8,0,0,8
True,2026-09-15T23:17:26Z,2026-09-15T23:17:27Z,aacounty,1,Connect Anne Arundel,Anne Arundel County,MD,ok,200,,,https://api.fususone.com/api/public/organizations/aacounty/stats/,1026,3664,2372,534,1500,2336
True,2026-09-15T23:17:26Z,2026-09-15T23:17:28Z,accpd,1,Connect Athens-Clarke County,Athens-Clarke County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/accpd/stats/,68,4308,1827,297,500,526
True,2026-09-15T23:17:26Z,2026-09-15T23:17:29Z,acworthga,1,Connect Acworth,Acworth,GA,ok,200,,,https://api.fususone.com/api/public/organizations/acworthga/stats/,150,10580,237,451,500,237
True,2026-09-15T23:17:26Z,2026-09-15T23:17:30Z,adamscsoco,1,Connect Adams County,Adams County,CO,ok,200,,,https://api.fususone.com/api/public/organizations/adamscsoco/stats/,156,166,166,0,1500,166
True,2026-09-15T23:17:26Z,2026-09-15T23:17:31Z,alachuasheriff,1,Connect Alachua County,Alachua County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/alachuasheriff/stats/,0,216,160,0,850,143
True,2026-09-15T23:17:26Z,2026-09-15T23:17:32Z,albanypolice,1,Connect Albany,Albany,GA,ok,200,,,https://api.fususone.com/api/public/organizations/albanypolice/stats/,725,13935,1154,3414,6634,1140
True,2026-09-15T23:17:26Z,2026-09-15T23:17:33Z,alpharetta,1,Connect Alpharetta,Alpharetta,GA,ok,200,,,https://api.fususone.com/api/public/organizations/alpharetta/stats/,0,0,0,0,2500,0
True,2026-09-15T23:17:26Z,2026-09-15T23:17:34Z,alsipil,1,Connect Alsip,Alsip,IL,ok,200,,,https://api.fususone.com/api/public/organizations/alsipil/stats/,737,977,930,26,1500,979
True,2026-09-15T23:17:26Z,2026-09-15T23:17:35Z,altoonapd,1,Connect Altoona,Altoona,IA,ok,200,,,https://api.fususone.com/api/public/organizations/altoonapd/stats/,345,605,605,0,925,595
True,2026-09-15T23:17:26Z,2026-09-15T23:17:36Z,amarillopd,1,Connect Amarillo,Amarillo,TX,ok,200,,,https://api.fususone.com/api/public/organizations/amarillopd/stats/,32,491,491,0,500,483
True,2026-09-15T23:17:26Z,2026-09-15T23:17:37Z,anaheim,1,Connect Anaheim,Anaheim,CA,ok,200,,,https://api.fususone.com/api/public/organizations/anaheim/stats/,424,714,667,3,1500,636
True,2026-09-15T23:17:26Z,2026-09-15T23:17:38Z,anchoragepdak,1,Safe Anchorage,Anchorage,AK,ok,200,,,https://api.fususone.com/api/public/organizations/anchoragepdak/stats/,269,40,18,22,0,18
True,2026-09-15T23:17:26Z,2026-09-15T23:17:39Z,anokacountysomn,1,Anoka County Real Time Crime Center,Anoka County,MN,ok,200,,,https://api.fususone.com/api/public/organizations/anokacountysomn/stats/,374,2674,635,1721,500,634
True,2026-09-15T23:17:26Z,2026-09-15T23:17:40Z,apachejunctionpdaz,1,Connect Apache Junction,Apache Junction,AZ,ok,200,,,https://api.fususone.com/api/public/organizations/apachejunctionpdaz/stats/,0,199,199,0,225,191
True,2026-09-15T23:17:26Z,2026-09-15T23:17:41Z,apopkapd,1,Connect Apopka,Apopka,FL,ok,200,,,https://api.fususone.com/api/public/organizations/apopkapd/stats/,174,7852,224,6894,500,221
True,2026-09-15T23:17:26Z,2026-09-15T23:17:42Z,arlingtonheightspd,1,Connect Arlington Heights,Arlington Heights,IL,ok,200,,,https://api.fususone.com/api/public/organizations/arlingtonheightspd/stats/,652,1142,379,763,1500,363
True,2026-09-15T23:17:26Z,2026-09-15T23:17:43Z,artesianmpd,1,Connect Artesia,Artesia,MN,ok,200,,,https://api.fususone.com/api/public/organizations/artesianmpd/stats/,57,209,209,0,0,207
True,2026-09-15T23:17:26Z,2026-09-15T23:17:44Z,ashevillepdnc,1,Connect Asheville,Asheville,NC,ok,200,,,https://api.fususone.com/api/public/organizations/ashevillepdnc/stats/,11,19,19,0,500,7
True,2026-09-15T23:17:26Z,2026-09-15T23:17:45Z,ashlandpdal,1,Connect Ashland,Ashland,AL,ok,200,,,https://api.fususone.com/api/public/organizations/ashlandpdal/stats/,8,673,49,624,125,49
True,2026-09-15T23:17:26Z,2026-09-15T23:17:46Z,auroragov,1,Connect Aurora,Aurora,CO,ok,200,,,https://api.fususone.com/api/public/organizations/auroragov/stats/,55,930,930,0,10000,930
True,2026-09-15T23:17:26Z,2026-09-15T23:17:47Z,baltimorecountypd,1,Connect Baltimore County,Baltimore County,MD,ok,200,,,https://api.fususone.com/api/public/organizations/baltimorecountypd/stats/,4,592,531,61,5000,500
True,2026-09-15T23:17:26Z,2026-09-15T23:17:48Z,bartowfl,1,Connect Bartow,Bartow,FL,ok,200,,,https://api.fususone.com/api/public/organizations/bartowfl/stats/,0,34,34,0,0,32
True,2026-09-15T23:17:26Z,2026-09-15T23:17:49Z,baycounty,1,Connect Bay County,Bay County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/baycounty/stats/,1709,1504,1150,289,1500,1122
True,2026-09-15T23:17:26Z,2026-09-15T23:17:50Z,beaumonttx,1,Connect Southeast Texas,Southeast Texas,TX,ok,200,,,https://api.fususone.com/api/public/organizations/beaumonttx/stats/,4033,3793,1529,2094,4500,755
True,2026-09-15T23:17:26Z,2026-09-15T23:17:51Z,bedfordparkpd,1,Connect Bedford Park,Bedford Park,IL,ok,200,,,https://api.fususone.com/api/public/organizations/bedfordparkpd/stats/,126,282,217,3,500,200
True,2026-09-15T23:17:26Z,2026-09-15T23:17:52Z,bendpd,1,Connect Bend,Bend,OR,ok,200,,,https://api.fususone.com/api/public/organizations/bendpd/stats/,774,322,254,68,150,210
True,2026-09-15T23:17:26Z,2026-09-15T23:17:53Z,bensalem,1,Connect Bensalem,Bensalem,PA,ok,200,,,https://api.fususone.com/api/public/organizations/bensalem/stats/,1174,1006,990,16,1500,978
True,2026-09-15T23:17:26Z,2026-09-15T23:17:54Z,bernalillo,1,Connect Bernalillo County,Bernalillo County,NM,ok,200,,,https://api.fususone.com/api/public/organizations/bernalillo/stats/,216,453,373,80,500,293
True,2026-09-15T23:17:26Z,2026-09-15T23:17:55Z,beverlyhillspd,1,Beverly Hills Connect,Beverly Hills,CA,ok,200,,,https://api.fususone.com/api/public/organizations/beverlyhillspd/stats/,520,1883,1782,101,1750,1776
True,2026-09-15T23:17:26Z,2026-09-15T23:17:56Z,biloxi,1,Connect Biloxi,Biloxi,MS,ok,200,,,https://api.fususone.com/api/public/organizations/biloxi/stats/,157,846,423,373,1000,416
True,2026-09-15T23:17:26Z,2026-09-15T23:17:57Z,birminghampd,1,Connect Birmingham,Birmingham,AL,ok,200,,,https://api.fususone.com/api/public/organizations/birminghampd/stats/,773,948,280,212,10000,237
True,2026-09-15T23:17:26Z,2026-09-15T23:17:58Z,blackmanleonitwp,1,Connect Blackman Leoni Township,Blackman Leoni Township,MI,ok,200,,,https://api.fususone.com/api/public/organizations/blackmanleonitwp/stats/,1,3,3,0,0,3
True,2026-09-15T23:17:26Z,2026-09-15T23:17:59Z,bocaratonpdfl,1,Connect BRPD,Boca Raton,FL,ok,200,,,https://api.fususone.com/api/public/organizations/bocaratonpdfl/stats/,5,911,677,8,0,654
True,2026-09-15T23:17:26Z,2026-09-15T23:18:00Z,boernepdtx,1,Connect Boerne,Boerne,TX,ok,200,,,https://api.fususone.com/api/public/organizations/boernepdtx/stats/,0,77,77,0,0,77
True,2026-09-15T23:17:26Z,2026-09-15T23:18:01Z,boulderpdco,1,Boulder Community Connect,Boulder,CO,ok,200,,,https://api.fususone.com/api/public/organizations/boulderpdco/stats/,0,161,161,0,0,108
True,2026-09-15T23:17:26Z,2026-09-15T23:18:02Z,bradentonfl,1,Connect Bradenton,Bradenton,FL,ok,200,,,https://api.fususone.com/api/public/organizations/bradentonfl/stats/,319,3160,269,2891,1500,258
True,2026-09-15T23:17:26Z,2026-09-15T23:18:03Z,brazostx,1,Connect Brazos County,Brazos County,TX,ok,200,,,https://api.fususone.com/api/public/organizations/brazostx/stats/,155,197,176,0,1500,158
True,2026-09-15T23:17:26Z,2026-09-15T23:18:04Z,brooklynparkpdmn,1,Brooklyn Park Community Cameras,Brooklyn Park,MN,ok,200,,,https://api.fususone.com/api/public/organizations/brooklynparkpdmn/stats/,503,240,229,0,0,205
True,2026-09-15T23:17:26Z,2026-09-15T23:18:05Z,brownsvillepd,1,Connect Brownsville,Brownsville,TX,ok,200,,,https://api.fususone.com/api/public/organizations/brownsvillepd/stats/,664,219,219,0,500,199
True,2026-09-15T23:17:26Z,2026-09-15T23:18:06Z,buncombesheriff,1,Connect Buncombe County,Buncombe County,NC,ok,200,,,https://api.fususone.com/api/public/organizations/buncombesheriff/stats/,563,2657,437,2220,4500,316
True,2026-09-15T23:17:26Z,2026-09-15T23:18:07Z,burbankpdil,1,Connect Burbank,Burbank,IL,ok,200,,,https://api.fususone.com/api/public/organizations/burbankpdil/stats/,304,425,399,3,150,399
True,2026-09-15T23:17:26Z,2026-09-15T23:18:08Z,calcasieusheriff,1,Connect Calcasieu Parish,Calcasieu Parish,LA,ok,200,,,https://api.fususone.com/api/public/organizations/calcasieusheriff/stats/,3,98,98,0,10000,98
True,2026-09-15T23:17:26Z,2026-09-15T23:18:09Z,caldwellpdid,1,Connect Caldwell,Caldwell,ID,ok,200,,,https://api.fususone.com/api/public/organizations/caldwellpdid/stats/,61,215,215,0,225,204
True,2026-09-15T23:17:26Z,2026-09-15T23:18:10Z,campbellpd,1,Connect Campbell,Campbell,CA,ok,200,,,https://api.fususone.com/api/public/organizations/campbellpd/stats/,198,313,281,32,10000,270
True,2026-09-15T23:17:26Z,2026-09-15T23:18:11Z,carencropd,1,Connect Carencro,Carencro,LA,ok,200,,,https://api.fususone.com/api/public/organizations/carencropd/stats/,85,1610,215,12,914,215
True,2026-09-15T23:17:26Z,2026-09-15T23:18:12Z,carlsbadpdnm,1,Connect Carlsbad,Carlsbad,NM,ok,200,,,https://api.fususone.com/api/public/organizations/carlsbadpdnm/stats/,3,12,12,0,0,4
True,2026-09-15T23:17:26Z,2026-09-15T23:18:13Z,carypd,1,Connect Cary,Cary,NC,ok,200,,,https://api.fususone.com/api/public/organizations/carypd/stats/,37,1267,841,0,1500,840
