org,metric,period,previous_count,current_count,change,change_pct,change_per_week,programs,city,state,previous_at,current_at,elapsed_days,from_zero,ranking_eligible,source_url
caldwellpdid,totalRegisteredCameras,previous,61,61,0,0.0,0.0,Connect Caldwell,Caldwell,ID,2026-09-15T23:08:58Z,2026-09-15T23:18:09Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/caldwellpdid/stats/
caldwellpdid,totalIntegratedCameras,previous,215,215,0,0.0,0.0,Connect Caldwell,Caldwell,ID,2026-09-15T23:08:58Z,2026-09-15T23:18:09Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/caldwellpdid/stats/
caldwellpdid,totalOwnedCameras,previous,215,215,0,0.0,0.0,Connect Caldwell,Caldwell,ID,2026-09-15T23:08:58Z,2026-09-15T23:18:09Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/caldwellpdid/stats/
caldwellpdid,totalSharedCameras,previous,0,0,0,,0.0,Connect Caldwell,Caldwell,ID,2026-09-15T23:08:58Z,2026-09-15T23:18:09Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/caldwellpdid/stats/
caldwellpdid,totalMaxCameras,previous,225,225,0,0.0,0.0,Connect Caldwell,Caldwell,ID,2026-09-15T23:08:58Z,2026-09-15T23:18:09Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/caldwellpdid/stats/
caldwellpdid,subscribedCameras,previous,204,204,0,0.0,0.0,Connect Caldwell,Caldwell,ID,2026-09-15T23:08:58Z,2026-09-15T23:18:09Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/caldwellpdid/stats/
campbellpd,totalRegisteredCameras,previous,198,198,0,0.0,0.0,Connect Campbell,Campbell,CA,2026-09-15T23:08:59Z,2026-09-15T23:18:10Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/campbellpd/stats/
campbellpd,totalIntegratedCameras,previous,313,313,0,0.0,0.0,Connect Campbell,Campbell,CA,2026-09-15T23:08:59Z,2026-09-15T23:18:10Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/campbellpd/stats/
campbellpd,totalOwnedCameras,previous,281,281,0,0.0,0.0,Connect Campbell,Campbell,CA,2026-09-15T23:08:59Z,2026-09-15T23:18:10Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/campbellpd/stats/
campbellpd,totalSharedCameras,previous,32,32,0,0.0,0.0,Connect Campbell,Campbell,CA,2026-09-15T23:08:59Z,2026-09-15T23:18:10Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/campbellpd/stats/
campbellpd,totalMaxCameras,previous,10000,10000,0,0.0,0.0,Connect Campbell,Campbell,CA,2026-09-15T23:08:59Z,2026-09-15T23:18:10Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/campbellpd/stats/
campbellpd,subscribedCameras,previous,270,270,0,0.0,0.0,Connect Campbell,Campbell,CA,2026-09-15T23:08:59Z,2026-09-15T23:18:10Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/campbellpd/stats/
carencropd,totalRegisteredCameras,previous,85,85,0,0.0,0.0,Connect Carencro,Carencro,LA,2026-09-15T23:09:00Z,2026-09-15T23:18:11Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carencropd/stats/
carencropd,totalIntegratedCameras,previous,1610,1610,0,0.0,0.0,Connect Carencro,Carencro,LA,2026-09-15T23:09:00Z,2026-09-15T23:18:11Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carencropd/stats/
carencropd,totalOwnedCameras,previous,215,215,0,0.0,0.0,Connect Carencro,Carencro,LA,2026-09-15T23:09:00Z,2026-09-15T23:18:11Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carencropd/stats/
carencropd,totalSharedCameras,previous,12,12,0,0.0,0.0,Connect Carencro,Carencro,LA,2026-09-15T23:09:00Z,2026-09-15T23:18:11Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carencropd/stats/
carencropd,totalMaxCameras,previous,914,914,0,0.0,0.0,Connect Carencro,Carencro,LA,2026-09-15T23:09:00Z,2026-09-15T23:18:11Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carencropd/stats/
carencropd,subscribedCameras,previous,215,215,0,0.0,0.0,Connect Carencro,Carencro,LA,2026-09-15T23:09:00Z,2026-09-15T23:18:11Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carencropd/stats/
carlsbadpdnm,totalRegisteredCameras,previous,3,3,0,0.0,0.0,Connect Carlsbad,Carlsbad,NM,2026-09-15T23:09:01Z,2026-09-15T23:18:12Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carlsbadpdnm/stats/
carlsbadpdnm,totalIntegratedCameras,previous,12,12,0,0.0,0.0,Connect Carlsbad,Carlsbad,NM,2026-09-15T23:09:01Z,2026-09-15T23:18:12Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carlsbadpdnm/stats/
carlsbadpdnm,totalOwnedCameras,previous,12,12,0,0.0,0.0,Connect Carlsbad,Carlsbad,NM,2026-09-15T23:09:01Z,2026-09-15T23:18:12Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carlsbadpdnm/stats/
carlsbadpdnm,totalSharedCameras,previous,0,0,0,,0.0,Connect Carlsbad,Carlsbad,NM,2026-09-15T23:09:01Z,2026-09-15T23:18:12Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/carlsbadpdnm/stats/
carlsbadpdnm,totalMaxCameras,previous,0,0,0,,0.0,Connect Carlsbad,Carlsbad,NM,2026-09-15T23:09:01Z,2026-09-15T23:18:12Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/carlsbadpdnm/stats/
carlsbadpdnm,subscribedCameras,previous,4,4,0,0.0,0.0,Connect Carlsbad,Carlsbad,NM,2026-09-15T23:09:01Z,2026-09-15T23:18:12Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carlsbadpdnm/stats/
carypd,totalRegisteredCameras,previous,37,37,0,0.0,0.0,Connect Cary,Cary,NC,2026-09-15T23:09:02Z,2026-09-15T23:18:13Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carypd/stats/
carypd,totalIntegratedCameras,previous,1267,1267,0,0.0,0.0,Connect Cary,Cary,NC,2026-09-15T23:09:02Z,2026-09-15T23:18:13Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carypd/stats/
carypd,totalOwnedCameras,previous,841,841,0,0.0,0.0,Connect Cary,Cary,NC,2026-09-15T23:09:02Z,2026-09-15T23:18:13Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carypd/stats/
carypd,totalSharedCameras,previous,0,0,0,,0.0,Connect Cary,Cary,NC,2026-09-15T23:09:02Z,2026-09-15T23:18:13Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/carypd/stats/
carypd,totalMaxCameras,previous,1500,1500,0,0.0,0.0,Connect Cary,Cary,NC,2026-09-15T23:09:02Z,2026-09-15T23:18:13Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carypd/stats/
carypd,subscribedCameras,previous,840,840,0,0.0,0.0,Connect Cary,Cary,NC,2026-09-15T23:09:02Z,2026-09-15T23:18:13Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/carypd/stats/
charlestonpd,totalRegisteredCameras,previous,300,300,0,0.0,0.0,Connect Charleston,Charleston,SC,2026-09-15T23:09:03Z,2026-09-15T23:18:14Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlestonpd/stats/
charlestonpd,totalIntegratedCameras,previous,577,577,0,0.0,0.0,Connect Charleston,Charleston,SC,2026-09-15T23:09:03Z,2026-09-15T23:18:14Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlestonpd/stats/
charlestonpd,totalOwnedCameras,previous,501,501,0,0.0,0.0,Connect Charleston,Charleston,SC,2026-09-15T23:09:03Z,2026-09-15T23:18:14Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlestonpd/stats/
charlestonpd,totalSharedCameras,previous,25,25,0,0.0,0.0,Connect Charleston,Charleston,SC,2026-09-15T23:09:03Z,2026-09-15T23:18:14Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlestonpd/stats/
charlestonpd,totalMaxCameras,previous,500,500,0,0.0,0.0,Connect Charleston,Charleston,SC,2026-09-15T23:09:03Z,2026-09-15T23:18:14Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlestonpd/stats/
charlestonpd,subscribedCameras,previous,466,466,0,0.0,0.0,Connect Charleston,Charleston,SC,2026-09-15T23:09:03Z,2026-09-15T23:18:14Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlestonpd/stats/
charlottecounty,totalRegisteredCameras,previous,2327,2327,0,0.0,0.0,Connect Charlotte County,Charlotte County,FL,2026-09-15T23:09:04Z,2026-09-15T23:18:15Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottecounty/stats/
charlottecounty,totalIntegratedCameras,previous,3826,3826,0,0.0,0.0,Connect Charlotte County,Charlotte County,FL,2026-09-15T23:09:04Z,2026-09-15T23:18:15Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottecounty/stats/
charlottecounty,totalOwnedCameras,previous,353,353,0,0.0,0.0,Connect Charlotte County,Charlotte County,FL,2026-09-15T23:09:04Z,2026-09-15T23:18:15Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottecounty/stats/
charlottecounty,totalSharedCameras,previous,3391,3391,0,0.0,0.0,Connect Charlotte County,Charlotte County,FL,2026-09-15T23:09:04Z,2026-09-15T23:18:15Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottecounty/stats/
charlottecounty,totalMaxCameras,previous,1500,1500,0,0.0,0.0,Connect Charlotte County,Charlotte County,FL,2026-09-15T23:09:04Z,2026-09-15T23:18:15Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottecounty/stats/
charlottecounty,subscribedCameras,previous,330,330,0,0.0,0.0,Connect Charlotte County,Charlotte County,FL,2026-09-15T23:09:04Z,2026-09-15T23:18:15Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottecounty/stats/
charlottemecklenburg,totalRegisteredCameras,previous,3086,3086,0,0.0,0.0,Connect Charlotte,Charlotte,NC,2026-09-15T23:09:05Z,2026-09-15T23:18:16Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottemecklenburg/stats/
charlottemecklenburg,totalIntegratedCameras,previous,1728,1728,0,0.0,0.0,Connect Charlotte,Charlotte,NC,2026-09-15T23:09:05Z,2026-09-15T23:18:16Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottemecklenburg/stats/
charlottemecklenburg,totalOwnedCameras,previous,1523,1523,0,0.0,0.0,Connect Charlotte,Charlotte,NC,2026-09-15T23:09:05Z,2026-09-15T23:18:16Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottemecklenburg/stats/
charlottemecklenburg,totalSharedCameras,previous,21,21,0,0.0,0.0,Connect Charlotte,Charlotte,NC,2026-09-15T23:09:05Z,2026-09-15T23:18:16Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottemecklenburg/stats/
charlottemecklenburg,totalMaxCameras,previous,1500,1500,0,0.0,0.0,Connect Charlotte,Charlotte,NC,2026-09-15T23:09:05Z,2026-09-15T23:18:16Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottemecklenburg/stats/
charlottemecklenburg,subscribedCameras,previous,1377,1377,0,0.0,0.0,Connect Charlotte,Charlotte,NC,2026-09-15T23:09:05Z,2026-09-15T23:18:16Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/charlottemecklenburg/stats/
chattanoogapd,totalRegisteredCameras,previous,0,0,0,,0.0,Dragonfly Community Connect,Chattanooga,TN,2026-09-15T23:09:06Z,2026-09-15T23:18:17Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/chattanoogapd/stats/
chattanoogapd,totalIntegratedCameras,previous,774,774,0,0.0,0.0,Dragonfly Community Connect,Chattanooga,TN,2026-09-15T23:09:06Z,2026-09-15T23:18:17Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chattanoogapd/stats/
chattanoogapd,totalOwnedCameras,previous,773,773,0,0.0,0.0,Dragonfly Community Connect,Chattanooga,TN,2026-09-15T23:09:06Z,2026-09-15T23:18:17Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chattanoogapd/stats/
chattanoogapd,totalSharedCameras,previous,1,1,0,0.0,0.0,Dragonfly Community Connect,Chattanooga,TN,2026-09-15T23:09:06Z,2026-09-15T23:18:17Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chattanoogapd/stats/
chattanoogapd,totalMaxCameras,previous,1500,1500,0,0.0,0.0,Dragonfly Community Connect,Chattanooga,TN,2026-09-15T23:09:06Z,2026-09-15T23:18:17Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chattanoogapd/stats/
chattanoogapd,subscribedCameras,previous,764,764,0,0.0,0.0,Dragonfly Community Connect,Chattanooga,TN,2026-09-15T23:09:06Z,2026-09-15T23:18:17Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chattanoogapd/stats/
cherokeega,totalRegisteredCameras,previous,624,624,0,0.0,0.0,Connect Cherokee,Cherokee County,GA,2026-09-15T23:09:07Z,2026-09-15T23:18:18Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cherokeega/stats/
cherokeega,totalIntegratedCameras,previous,13420,13420,0,0.0,0.0,Connect Cherokee,Cherokee County,GA,2026-09-15T23:09:07Z,2026-09-15T23:18:18Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cherokeega/stats/
cherokeega,totalOwnedCameras,previous,622,622,0,0.0,0.0,Connect Cherokee,Cherokee County,GA,2026-09-15T23:09:07Z,2026-09-15T23:18:18Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cherokeega/stats/
cherokeega,totalSharedCameras,previous,548,548,0,0.0,0.0,Connect Cherokee,Cherokee County,GA,2026-09-15T23:09:07Z,2026-09-15T23:18:18Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cherokeega/stats/
cherokeega,totalMaxCameras,previous,2500,2500,0,0.0,0.0,Connect Cherokee,Cherokee County,GA,2026-09-15T23:09:07Z,2026-09-15T23:18:18Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cherokeega/stats/
cherokeega,subscribedCameras,previous,566,566,0,0.0,0.0,Connect Cherokee,Cherokee County,GA,2026-09-15T23:09:07Z,2026-09-15T23:18:18Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cherokeega/stats/
chesterfieldcounty,totalRegisteredCameras,previous,768,768,0,0.0,0.0,Chesterfield Community Connect Program,Chesterfield County,VA,2026-09-15T23:09:08Z,2026-09-15T23:18:19Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chesterfieldcounty/stats/
chesterfieldcounty,totalIntegratedCameras,previous,11171,11171,0,0.0,0.0,Chesterfield Community Connect Program,Chesterfield County,VA,2026-09-15T23:09:08Z,2026-09-15T23:18:19Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chesterfieldcounty/stats/
chesterfieldcounty,totalOwnedCameras,previous,1010,1010,0,0.0,0.0,Chesterfield Community Connect Program,Chesterfield County,VA,2026-09-15T23:09:08Z,2026-09-15T23:18:19Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chesterfieldcounty/stats/
chesterfieldcounty,totalSharedCameras,previous,10099,10099,0,0.0,0.0,Chesterfield Community Connect Program,Chesterfield County,VA,2026-09-15T23:09:08Z,2026-09-15T23:18:19Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chesterfieldcounty/stats/
chesterfieldcounty,totalMaxCameras,previous,4500,4500,0,0.0,0.0,Chesterfield Community Connect Program,Chesterfield County,VA,2026-09-15T23:09:08Z,2026-09-15T23:18:19Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chesterfieldcounty/stats/
chesterfieldcounty,subscribedCameras,previous,949,949,0,0.0,0.0,Chesterfield Community Connect Program,Chesterfield County,VA,2026-09-15T23:09:08Z,2026-09-15T23:18:19Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chesterfieldcounty/stats/
chicagoheights,totalRegisteredCameras,previous,221,221,0,0.0,0.0,Connect Chicago Heights,Chicago Heights,IL,2026-09-15T23:09:09Z,2026-09-15T23:18:20Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicagoheights/stats/
chicagoheights,totalIntegratedCameras,previous,1221,1221,0,0.0,0.0,Connect Chicago Heights,Chicago Heights,IL,2026-09-15T23:09:09Z,2026-09-15T23:18:20Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicagoheights/stats/
chicagoheights,totalOwnedCameras,previous,1168,1168,0,0.0,0.0,Connect Chicago Heights,Chicago Heights,IL,2026-09-15T23:09:09Z,2026-09-15T23:18:20Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicagoheights/stats/
chicagoheights,totalSharedCameras,previous,0,0,0,,0.0,Connect Chicago Heights,Chicago Heights,IL,2026-09-15T23:09:09Z,2026-09-15T23:18:20Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/chicagoheights/stats/
chicagoheights,totalMaxCameras,previous,500,500,0,0.0,0.0,Connect Chicago Heights,Chicago Heights,IL,2026-09-15T23:09:09Z,2026-09-15T23:18:20Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicagoheights/stats/
chicagoheights,subscribedCameras,previous,725,725,0,0.0,0.0,Connect Chicago Heights,Chicago Heights,IL,2026-09-15T23:09:09Z,2026-09-15T23:18:20Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicagoheights/stats/
chicopee,totalRegisteredCameras,previous,128,128,0,0.0,0.0,Connect Chicopee,Chicopee,MA,2026-09-15T23:09:10Z,2026-09-15T23:18:21Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicopee/stats/
chicopee,totalIntegratedCameras,previous,512,512,0,0.0,0.0,Connect Chicopee,Chicopee,MA,2026-09-15T23:09:10Z,2026-09-15T23:18:21Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicopee/stats/
chicopee,totalOwnedCameras,previous,512,512,0,0.0,0.0,Connect Chicopee,Chicopee,MA,2026-09-15T23:09:10Z,2026-09-15T23:18:21Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicopee/stats/
chicopee,totalSharedCameras,previous,0,0,0,,0.0,Connect Chicopee,Chicopee,MA,2026-09-15T23:09:10Z,2026-09-15T23:18:21Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/chicopee/stats/
chicopee,totalMaxCameras,previous,1500,1500,0,0.0,0.0,Connect Chicopee,Chicopee,MA,2026-09-15T23:09:10Z,2026-09-15T23:18:21Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicopee/stats/
chicopee,subscribedCameras,previous,509,509,0,0.0,0.0,Connect Chicopee,Chicopee,MA,2026-09-15T23:09:10Z,2026-09-15T23:18:21Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/chicopee/stats/
ciceropd,totalRegisteredCameras,previous,29,29,0,0.0,0.0,Cicero SAFE (Shared Access For Enforcement),Cicero,IL,2026-09-15T23:09:11Z,2026-09-15T23:18:22Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/ciceropd/stats/
ciceropd,totalIntegratedCameras,previous,549,549,0,0.0,0.0,Cicero SAFE (Shared Access For Enforcement),Cicero,IL,2026-09-15T23:09:11Z,2026-09-15T23:18:22Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/ciceropd/stats/
ciceropd,totalOwnedCameras,previous,549,549,0,0.0,0.0,Cicero SAFE (Shared Access For Enforcement),Cicero,IL,2026-09-15T23:09:11Z,2026-09-15T23:18:22Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/ciceropd/stats/
ciceropd,totalSharedCameras,previous,0,0,0,,0.0,Cicero SAFE (Shared Access For Enforcement),Cicero,IL,2026-09-15T23:09:11Z,2026-09-15T23:18:22Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/ciceropd/stats/
ciceropd,totalMaxCameras,previous,1500,1500,0,0.0,0.0,Cicero SAFE (Shared Access For Enforcement),Cicero,IL,2026-09-15T23:09:11Z,2026-09-15T23:18:22Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/ciceropd/stats/
ciceropd,subscribedCameras,previous,541,541,0,0.0,0.0,Cicero SAFE (Shared Access For Enforcement),Cicero,IL,2026-09-15T23:09:11Z,2026-09-15T23:18:22Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/ciceropd/stats/
cincinnatipd,totalRegisteredCameras,previous,1713,1713,0,0.0,0.0,Connect Cincinnati,Cincinnati,OH,2026-09-15T23:09:12Z,2026-09-15T23:18:23Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cincinnatipd/stats/
cincinnatipd,totalIntegratedCameras,previous,844,844,0,0.0,0.0,Connect Cincinnati,Cincinnati,OH,2026-09-15T23:09:12Z,2026-09-15T23:18:23Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cincinnatipd/stats/
cincinnatipd,totalOwnedCameras,previous,801,801,0,0.0,0.0,Connect Cincinnati,Cincinnati,OH,2026-09-15T23:09:12Z,2026-09-15T23:18:23Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cincinnatipd/stats/
cincinnatipd,totalSharedCameras,previous,43,43,0,0.0,0.0,Connect Cincinnati,Cincinnati,OH,2026-09-15T23:09:12Z,2026-09-15T23:18:23Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cincinnatipd/stats/
cincinnatipd,totalMaxCameras,previous,1500,1500,0,0.0,0.0,Connect Cincinnati,Cincinnati,OH,2026-09-15T23:09:12Z,2026-09-15T23:18:23Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cincinnatipd/stats/
cincinnatipd,subscribedCameras,previous,746,746,0,0.0,0.0,Connect Cincinnati,Cincinnati,OH,2026-09-15T23:09:12Z,2026-09-15T23:18:23Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cincinnatipd/stats/
cityofatlanta,totalRegisteredCameras,previous,17517,17517,0,0.0,0.0,Connect Atlanta,Atlanta,GA,2026-09-15T23:09:13Z,2026-09-15T23:18:24Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofatlanta/stats/
cityofatlanta,totalIntegratedCameras,previous,28373,28373,0,0.0,0.0,Connect Atlanta,Atlanta,GA,2026-09-15T23:09:13Z,2026-09-15T23:18:24Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofatlanta/stats/
cityofatlanta,totalOwnedCameras,previous,2583,2583,0,0.0,0.0,Connect Atlanta,Atlanta,GA,2026-09-15T23:09:13Z,2026-09-15T23:18:24Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofatlanta/stats/
cityofatlanta,totalSharedCameras,previous,11643,11643,0,0.0,0.0,Connect Atlanta,Atlanta,GA,2026-09-15T23:09:13Z,2026-09-15T23:18:24Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofatlanta/stats/
cityofatlanta,totalMaxCameras,previous,29250,29250,0,0.0,0.0,Connect Atlanta,Atlanta,GA,2026-09-15T23:09:13Z,2026-09-15T23:18:24Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofatlanta/stats/
cityofatlanta,subscribedCameras,previous,2549,2549,0,0.0,0.0,Connect Atlanta,Atlanta,GA,2026-09-15T23:09:13Z,2026-09-15T23:18:24Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofatlanta/stats/
cityofcanton,totalRegisteredCameras,previous,0,0,0,,0.0,Connect Canton,Canton,MS,2026-09-15T23:09:14Z,2026-09-15T23:18:25Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/cityofcanton/stats/
cityofcanton,totalIntegratedCameras,previous,31,31,0,0.0,0.0,Connect Canton,Canton,MS,2026-09-15T23:09:14Z,2026-09-15T23:18:25Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofcanton/stats/
cityofcanton,totalOwnedCameras,previous,0,0,0,,0.0,Connect Canton,Canton,MS,2026-09-15T23:09:14Z,2026-09-15T23:18:25Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/cityofcanton/stats/
cityofcanton,totalSharedCameras,previous,31,31,0,0.0,0.0,Connect Canton,Canton,MS,2026-09-15T23:09:14Z,2026-09-15T23:18:25Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofcanton/stats/
cityofcanton,totalMaxCameras,previous,10000,10000,0,0.0,0.0,Connect Canton,Canton,MS,2026-09-15T23:09:14Z,2026-09-15T23:18:25Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofcanton/stats/
cityofcanton,subscribedCameras,previous,0,0,0,,0.0,Connect Canton,Canton,MS,2026-09-15T23:09:14Z,2026-09-15T23:18:25Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/cityofcanton/stats/
cityofdoralpd,totalRegisteredCameras,previous,221,221,0,0.0,0.0,Connect Doral,Doral,FL,2026-09-15T23:09:15Z,2026-09-15T23:18:26Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofdoralpd/stats/
cityofdoralpd,totalIntegratedCameras,previous,3425,3425,0,0.0,0.0,Connect Doral,Doral,FL,2026-09-15T23:09:15Z,2026-09-15T23:18:26Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofdoralpd/stats/
cityofdoralpd,totalOwnedCameras,previous,397,397,0,0.0,0.0,Connect Doral,Doral,FL,2026-09-15T23:09:15Z,2026-09-15T23:18:26Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofdoralpd/stats/
cityofdoralpd,totalSharedCameras,previous,3028,3028,0,0.0,0.0,Connect Doral,Doral,FL,2026-09-15T23:09:15Z,2026-09-15T23:18:26Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofdoralpd/stats/
cityofdoralpd,totalMaxCameras,previous,10000,10000,0,0.0,0.0,Connect Doral,Doral,FL,2026-09-15T23:09:15Z,2026-09-15T23:18:26Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofdoralpd/stats/
cityofdoralpd,subscribedCameras,previous,243,243,0,0.0,0.0,Connect Doral,Doral,FL,2026-09-15T23:09:15Z,2026-09-15T23:18:26Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofdoralpd/stats/
cityofhawthorne,totalRegisteredCameras,previous,0,0,0,,0.0,Connect Hawthorne,Hawthorne,CA,2026-09-15T23:09:16Z,2026-09-15T23:18:27Z,0.006377,True,False,https://api.fususone.com/api/public/organizations/cityofhawthorne/stats/
cityofhawthorne,totalIntegratedCameras,previous,3715,3715,0,0.0,0.0,Connect Hawthorne,Hawthorne,CA,2026-09-15T23:09:16Z,2026-09-15T23:18:27Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofhawthorne/stats/
cityofhawthorne,totalOwnedCameras,previous,874,874,0,0.0,0.0,Connect Hawthorne,Hawthorne,CA,2026-09-15T23:09:16Z,2026-09-15T23:18:27Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofhawthorne/stats/
cityofhawthorne,totalSharedCameras,previous,2841,2841,0,0.0,0.0,Connect Hawthorne,Hawthorne,CA,2026-09-15T23:09:16Z,2026-09-15T23:18:27Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofhawthorne/stats/
cityofhawthorne,totalMaxCameras,previous,1500,1500,0,0.0,0.0,Connect Hawthorne,Hawthorne,CA,2026-09-15T23:09:16Z,2026-09-15T23:18:27Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofhawthorne/stats/
cityofhawthorne,subscribedCameras,previous,844,844,0,0.0,0.0,Connect Hawthorne,Hawthorne,CA,2026-09-15T23:09:16Z,2026-09-15T23:18:27Z,0.006377,False,False,https://api.fususone.com/api/public/organizations/cityofhawthorne/stats/
